metric,value
Tax Effect Of Unusual Items,-41728006.748931
Tax Rate For Calcs,0.257115
Total Unusual Items,-162293000.0
Total Unusual Items Excluding Goodwill,-162293000.0
Net Income From Continuing Operation Net Minority Interest,775613371000.0
Reconciled Depreciation,39914767000.0
Net Interest Income,1899944498000.0
Interest Expense,3009433353000.0
Interest Income,4909377851000.0
Normalized Income,775733935993.2511
Net Income From Continuing And Discontinued Operation,775613371000.0
Diluted Average Shares,8924617147.0
Basic Average Shares,8924617147.0
Diluted EPS,86.91
Basic EPS,86.91
Diluted NI Availto Com Stockholders,775613371000.0
Net Income Common Stockholders,775613371000.0
Net Income,775613371000.0
Minority Interests,-29612882000.0
Net Income Including Noncontrolling Interests,805226244000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,805226244000.0
Tax Provision,273481400000.0
Pretax Income,1063652935000.0
Special Income Charges,-162293000.0
Other Special Charges,162293000.0
Gain On Sale Of Security,174590223000.0
Operating Expense,2328766437000.0
Other Operating Expenses,1388581760000.0
Depreciation And Amortization In Income Statement,39914767000.0
Depreciation Income Statement,39914767000.0
Selling General And Administration,47839189000.0
Selling And Marketing Expense,37419792000.0
General And Administrative Expense,10419397000.0
Insurance And Claims,80395723000.0
Rent And Landing Fees,67925712000.0
Total Revenue,3495234156000.0
Operating Revenue,3495234156000.0
