metric,value
Treasury Shares Number,
Ordinary Shares Number,8924611534.0
Share Issued,8924611534.0
Net Debt,502546600000.0
Total Debt,4576896083000.0
Tangible Book Value,3040380204000.0
Invested Capital,7632776534000.0
Net Tangible Assets,3040380204000.0
Common Stock Equity,3055880451000.0
Total Capitalization,7632776534000.0
Total Equity Gross Minority Interest,3167954679000.0
Minority Interest,112074228000.0
Stockholders Equity,3055880451000.0
Fixed Assets Revaluation Reserve,233778671000.0
Retained Earnings,203943505000.0
Additional Paid In Capital,791154705000.0
Capital Stock,8924612000.0
Common Stock,8924612000.0
Total Liabilities Net Minority Interest,50440880615000.0
Derivative Product Liabilities,
Long Term Debt And Capital Lease Obligation,4576896083000.0
Payables,179906159000.0
Accounts Payable,179906159000.0
Total Assets,53608835294000.0
Investments And Advances,17764898988000.0
Investmentin Financial Assets,17617277440000.0
Available For Sale Securities,808623409000.0
Long Term Equity Investment,147621548000.0
Investmentsin Associatesat Cost,1588087000.0
Investmentsin Subsidiariesat Cost,146033461000.0
Goodwill And Other Intangible Assets,15500247000.0
Goodwill,15500247000.0
Net PPE,395100305000.0
Accumulated Depreciation,-337072290000.0
Gross PPE,732172595000.0
Construction In Progress,2805323000.0
Other Properties,416001185000.0
Properties,313366087000.0
Prepaid Assets,226501252000.0
Receivables,2055968294000.0
Cash And Cash Equivalents,5945234169000.0
Cash Equivalents,89620475000.0
Cash Financial,219672206000.0
Cash Cash Equivalents And Federal Funds Sold,5945234169000.0
