metric,value
Treasury Shares Number,
Ordinary Shares Number,8924611934.0
Share Issued,8924611934.0
Net Debt,2028400400000.0
Total Debt,5220926306000.0
Tangible Book Value,3573929554000.0
Invested Capital,8810239487000.0
Net Tangible Assets,3573929554000.0
Common Stock Equity,3589313181000.0
Total Capitalization,8810239487000.0
Total Equity Gross Minority Interest,3717679375000.0
Minority Interest,128366194000.0
Stockholders Equity,3589313181000.0
Fixed Assets Revaluation Reserve,639825804000.0
Retained Earnings,419233028000.0
Additional Paid In Capital,791154768000.0
Capital Stock,8924612000.0
Common Stock,8924612000.0
Total Liabilities Net Minority Interest,55826503795000.0
Derivative Product Liabilities,
Long Term Debt And Capital Lease Obligation,5220926306000.0
Payables,274950255000.0
Accounts Payable,274950255000.0
Total Assets,59544183170000.0
Investments And Advances,19131078564000.0
Investmentin Financial Assets,18969186428000.0
Available For Sale Securities,797507703000.0
Long Term Equity Investment,161892136000.0
Investmentsin Associatesat Cost,1760239000.0
Investmentsin Subsidiariesat Cost,160131897000.0
Goodwill And Other Intangible Assets,15383627000.0
Goodwill,15383627000.0
Net PPE,444073810000.0
Accumulated Depreciation,-366053269000.0
Gross PPE,810127079000.0
Construction In Progress,3835664000.0
Other Properties,446831650000.0
Properties,359459765000.0
Prepaid Assets,168897362000.0
Receivables,2264466803000.0
Cash And Cash Equivalents,5369031044000.0
Cash Equivalents,113481426000.0
Cash Financial,216284177000.0
Cash Cash Equivalents And Federal Funds Sold,5369031044000.0
