metric,value
Treasury Shares Number,0.0
Ordinary Shares Number,8924611934.0
Share Issued,8924611934.0
Net Debt,3130372000000.0
Total Debt,5565032351000.0
Tangible Book Value,4135332107000.0
Invested Capital,9714424066000.0
Net Tangible Assets,4135332107000.0
Common Stock Equity,4149391715000.0
Total Capitalization,9714424066000.0
Total Equity Gross Minority Interest,4305571339000.0
Minority Interest,156179624000.0
Stockholders Equity,4149391715000.0
Fixed Assets Revaluation Reserve,275556470000.0
Retained Earnings,720191793000.0
Additional Paid In Capital,791154768000.0
Capital Stock,8924612000.0
Common Stock,8924612000.0
Total Liabilities Net Minority Interest,63032216658000.0
Derivative Product Liabilities,71126317000.0
Long Term Debt And Capital Lease Obligation,5565032351000.0
Payables,328616148000.0
Accounts Payable,328616148000.0
Total Assets,67337787997000.0
Investments And Advances,21143156820000.0
Investmentin Financial Assets,20966401047000.0
Available For Sale Securities,929631400000.0
Long Term Equity Investment,176755773000.0
Investmentsin Associatesat Cost,1770173000.0
Investmentsin Subsidiariesat Cost,174985600000.0
Goodwill And Other Intangible Assets,14059608000.0
Goodwill,14059608000.0
Net PPE,447081773000.0
Accumulated Depreciation,-394837325000.0
Gross PPE,841919098000.0
Construction In Progress,5708864000.0
Other Properties,475971142000.0
Properties,360239092000.0
Prepaid Assets,239897760000.0
Receivables,2710336087000.0
Cash And Cash Equivalents,5975677770000.0
Cash Equivalents,429233574000.0
Cash Financial,185896478000.0
Cash Cash Equivalents And Federal Funds Sold,5975677770000.0
