metric,value
Tax Effect Of Unusual Items,16990500.0
Tax Rate For Calcs,0.3
Total Unusual Items,56635000.0
Total Unusual Items Excluding Goodwill,56635000.0
Net Income From Continuing Operation Net Minority Interest,251100960000.0
Reconciled Depreciation,14699244000.0
Net Interest Income,542401943000.0
Interest Expense,411666711000.0
Interest Income,954068654000.0
Normalized Income,251061315500.0
Net Income From Continuing And Discontinued Operation,251100960000.0
Rent Expense Supplemental,14085917000.0
Diluted Average Shares,7085242664.0
Basic Average Shares,6934576084.0
Diluted EPS,35.44
Basic EPS,36.21
Diluted NI Availto Com Stockholders,251100960000.0
Average Dilution Earnings,
Net Income Common Stockholders,251100960000.0
Net Income,251100960000.0
Minority Interests,-14281645000.0
Net Income Including Noncontrolling Interests,265382605000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,265382605000.0
Tax Provision,84574400000.0
Pretax Income,265382605000.0
Special Income Charges,56635000.0
Other Special Charges,-56635000.0
Gain On Sale Of Security,25126881000.0
Depreciation Amortization Depletion Income Statement,13300074000.0
Depreciation And Amortization In Income Statement,13300074000.0
Depreciation Income Statement,13300074000.0
Selling General And Administration,258700517000.0
Selling And Marketing Expense,49011460000.0
General And Administrative Expense,209689057000.0
Other Gand A,9324939000.0
Insurance And Claims,72063619000.0
Rent And Landing Fees,14085917000.0
Salaries And Wages,123539521000.0
Total Revenue,1163639822000.0
Operating Revenue,1163639822000.0
Occupancy And Equipment,26994748000.0
Professional Expense And Contract Services Expense,1926738000.0
Other Non Interest Expense,430595198000.0
