metric,value
Tax Effect Of Unusual Items,1580205212.188696
Tax Rate For Calcs,0.194181
Normalized EBITDA,71163200000.0
Total Unusual Items,8137800000.0
Total Unusual Items Excluding Goodwill,8137800000.0
Net Income From Continuing Operation Net Minority Interest,61658700000.0
Reconciled Depreciation,2697600000.0
Reconciled Cost Of Revenue,249911600000.0
EBITDA,79301000000.0
EBIT,76603400000.0
Net Interest Income,18826400000.0
Interest Expense,86600000.0
Interest Income,18913000000.0
Normalized Income,55101105212.1887
Net Income From Continuing And Discontinued Operation,61658700000.0
Total Expenses,269576100000.0
Rent Expense Supplemental,176600000.0
Diluted Average Shares,289145562.0
Basic Average Shares,289145562.0
Diluted EPS,213.2
Basic EPS,213.2
Diluted NI Availto Com Stockholders,61658700000.0
Net Income Common Stockholders,61658700000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,61658700000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,61658700000.0
Net Income Continuous Operations,61658700000.0
Tax Provision,14858100000.0
Pretax Income,76516800000.0
Other Non Operating Income Expenses,266700000.0
Special Income Charges,131800000.0
Other Special Charges,-132000000.0
Write Off,200000.0
Net Non Operating Interest Income Expense,18826400000.0
Interest Expense Non Operating,86600000.0
Interest Income Non Operating,18913000000.0
Operating Income,51783700000.0
Operating Expense,19664500000.0
Other Operating Expenses,10169600000.0
Depreciation And Amortization In Income Statement,2697600000.0
Amortization,219800000.0
Depreciation Income Statement,2477800000.0
Selling General And Administration,4941100000.0
Selling And Marketing Expense,4809100000.0
General And Administrative Expense,132000000.0
Rent And Landing Fees,176600000.0
Gross Profit,71448200000.0
Cost Of Revenue,249911600000.0
Total Revenue,321359800000.0
Operating Revenue,321359800000.0
