metric,value
Tax Effect Of Unusual Items,1492394889.045173
Tax Rate For Calcs,0.283542
Normalized EBITDA,105003200000.0
Total Unusual Items,5263400000.0
Total Unusual Items Excluding Goodwill,5263400000.0
Net Income From Continuing Operation Net Minority Interest,73247300000.0
Reconciled Depreciation,4142300000.0
Reconciled Cost Of Revenue,357732000000.0
EBITDA,110266600000.0
EBIT,106124300000.0
Net Interest Income,4879500000.0
Interest Expense,3889000000.0
Interest Income,8768500000.0
Normalized Income,69476294889.04517
Net Income From Continuing And Discontinued Operation,73247300000.0
Total Expenses,392089000000.0
Rent Expense Supplemental,237100000.0
Diluted Average Shares,279614941.0
Basic Average Shares,279103387.0
Diluted EPS,262.0
Basic EPS,262.4
Diluted NI Availto Com Stockholders,73247300000.0
Net Income Common Stockholders,73247300000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,73247300000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,73247300000.0
Net Income Continuous Operations,73247300000.0
Tax Provision,28988000000.0
Pretax Income,102235300000.0
Other Non Operating Income Expenses,481700000.0
Special Income Charges,-1529900000.0
Other Special Charges,-11400000.0
Write Off,1541300000.0
Net Non Operating Interest Income Expense,4879500000.0
Interest Expense Non Operating,3889000000.0
Interest Income Non Operating,8768500000.0
Operating Income,100580500000.0
Operating Expense,34357000000.0
Other Operating Expenses,18468500000.0
Depreciation And Amortization In Income Statement,4142300000.0
Amortization,165100000.0
Depreciation Income Statement,3977200000.0
Selling General And Administration,7832000000.0
Selling And Marketing Expense,7612400000.0
General And Administrative Expense,219600000.0
Rent And Landing Fees,237100000.0
Gross Profit,134937500000.0
Cost Of Revenue,357732000000.0
Total Revenue,492669500000.0
Operating Revenue,492669500000.0
