metric,value
Tax Effect Of Unusual Items,1957630114.0
Tax Rate For Calcs,0.27158
Normalized EBITDA,230815700000.0
Total Unusual Items,7208300000.0
Total Unusual Items Excluding Goodwill,7208300000.0
Net Income From Continuing Operation Net Minority Interest,116815000000.0
Reconciled Depreciation,54343500000.0
Reconciled Cost Of Revenue,3139793100000.0
EBITDA,238024000000.0
EBIT,183680500000.0
Net Interest Income,-12810100000.0
Interest Expense,23313200000.0
Interest Income,10887200000.0
Normalized Income,111564330114.0
Net Income From Continuing And Discontinued Operation,116815000000.0
Total Expenses,3308177000000.0
Rent Expense Supplemental,4231000000.0
Diluted Average Shares,4255000000.0
Basic Average Shares,4255000000.0
Diluted EPS,27.455
Basic EPS,27.455
Diluted NI Availto Com Stockholders,116815000000.0
Net Income Common Stockholders,116815000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,116815000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,116815000000.0
Net Income Continuous Operations,116815000000.0
Tax Provision,43552300000.0
Pretax Income,160367300000.0
Other Non Operating Income Expenses,7733500000.0
Special Income Charges,13996600000.0
Other Special Charges,-13622300000.0
Write Off,-374300000.0
Impairment Of Capital Assets,0.0
Restructuring And Mergern Acquisition,-17201300000.0
Net Non Operating Interest Income Expense,-12810100000.0
Total Other Finance Cost,384100000.0
Interest Expense Non Operating,23313200000.0
Interest Income Non Operating,10887200000.0
Operating Income,147783300000.0
Operating Expense,168383900000.0
Other Operating Expenses,134513700000.0
Selling General And Administration,7509700000.0
General And Administrative Expense,7509700000.0
Rent And Landing Fees,4231000000.0
Gross Profit,316167200000.0
Cost Of Revenue,3139793100000.0
Total Revenue,3455960300000.0
Operating Revenue,3455960300000.0
