metric,value
Tax Effect Of Unusual Items,-6137167056.0
Tax Rate For Calcs,0.24461
Normalized EBITDA,156292000000.0
Total Unusual Items,-25089600000.0
Total Unusual Items Excluding Goodwill,-25089600000.0
Net Income From Continuing Operation Net Minority Interest,21310500000.0
Reconciled Depreciation,63688200000.0
Reconciled Cost Of Revenue,4458827100000.0
EBITDA,131202400000.0
EBIT,67514200000.0
Net Interest Income,-31940200000.0
Interest Expense,39302900000.0
Interest Income,7654100000.0
Normalized Income,40262932944.0
Net Income From Continuing And Discontinued Operation,21310500000.0
Total Expenses,4588343600000.0
Rent Expense Supplemental,8698800000.0
Diluted Average Shares,4259000000.0
Basic Average Shares,4259000000.0
Diluted EPS,5.005
Basic EPS,5.005
Diluted NI Availto Com Stockholders,21310500000.0
Net Income Common Stockholders,21310500000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,21310500000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,21310500000.0
Net Income Continuous Operations,21310500000.0
Tax Provision,6900800000.0
Pretax Income,28211300000.0
Other Non Operating Income Expenses,6651200000.0
Special Income Charges,-12764000000.0
Other Special Charges,1977000000.0
Write Off,10161100000.0
Impairment Of Capital Assets,625900000.0
Restructuring And Mergern Acquisition,0.0
Net Non Operating Interest Income Expense,-31940200000.0
Total Other Finance Cost,291400000.0
Interest Expense Non Operating,39302900000.0
Interest Income Non Operating,7654100000.0
Operating Income,74233700000.0
Operating Expense,129516500000.0
Other Operating Expenses,153197200000.0
Selling General And Administration,9164900000.0
General And Administrative Expense,9164900000.0
Rent And Landing Fees,8698800000.0
Gross Profit,203750200000.0
Cost Of Revenue,4458827100000.0
Total Revenue,4662577300000.0
Operating Revenue,4662577300000.0
