metric,value
Free Cash Flow,263905000000.0
Repayment Of Debt,-210514000000.0
Issuance Of Debt,54819800000.0
Issuance Of Capital Stock,3981000000.0
Capital Expenditure,-95791300000.0
End Cash Position,23007400000.0
Beginning Cash Position,23127200000.0
Changes In Cash,-119800000.0
Financing Cash Flow,-254273000000.0
Net Other Financing Charges,-195000000.0
Interest Paid Cff,-36324500000.0
Cash Dividends Paid,-53288000000.0
Common Stock Dividend Paid,-53288000000.0
Net Common Stock Issuance,3981000000.0
Common Stock Issuance,3981000000.0
Net Issuance Payments Of Debt,-154910600000.0
Net Short Term Debt Issuance,783600000.0
Net Long Term Debt Issuance,-155694200000.0
Long Term Debt Payments,-210514000000.0
Long Term Debt Issuance,54819800000.0
Investing Cash Flow,-105543100000.0
Net Other Investing Changes,2151000000.0
Interest Received Cfi,11007800000.0
Dividends Received Cfi,11201200000.0
Net Investment Purchase And Sale,-36285200000.0
Sale Of Investment,567200000.0
Purchase Of Investment,-36852400000.0
Net Business Purchase And Sale,3099600000.0
Sale Of Business,
Purchase Of Business,
Net Intangibles Purchase And Sale,-7405100000.0
Purchase Of Intangibles,-7405100000.0
Net PPE Purchase And Sale,-88044600000.0
Sale Of PPE,341600000.0
Purchase Of PPE,-88386200000.0
Capital Expenditure Reported,
Operating Cash Flow,359696300000.0
Taxes Refund Paid,-86595100000.0
Change In Working Capital,-12047400000.0
Change In Other Current Liabilities,54825400000.0
Change In Other Current Assets,-771600000.0
Change In Inventory,-50049400000.0
Change In Receivables,-16051800000.0
Other Non Cash Items,37940600000.0
Depreciation And Amortization,67712600000.0
Depreciation,67712600000.0
Gain Loss On Investment Securities,-1092800000.0
Net Foreign Currency Exchange Gain Loss,2487900000.0
Gain Loss On Sale Of PPE,1400000.0
Gain Loss On Sale Of Business,
Net Income From Continuing Operations,361944400000.0
