company_name,symbol,stock_file_stem,yahoo_symbol,stock_rows,financial_files_written,empty_statements
Bajaj Auto Ltd.,BAJAJ-AUTO,BAJAJ-AUTO,BAJAJ-AUTO.NS,988,12,
