metric,value
Free Cash Flow,-22794100000.0
Repurchase Of Capital Stock,-9318400000.0
Repayment Of Debt,-15109600000.0
Issuance Of Debt,89451400000.0
Issuance Of Capital Stock,293400000.0
Capital Expenditure,-8738400000.0
End Cash Position,23315300000.0
Beginning Cash Position,5604500000.0
Effect Of Exchange Rate Changes,28500000.0
Changes In Cash,17682300000.0
Financing Cash Flow,42300700000.0
Net Other Financing Charges,100000.0
Interest Paid Cff,-663000000.0
Cash Dividends Paid,-22353200000.0
Net Common Stock Issuance,-9025000000.0
Common Stock Payments,-9318400000.0
Common Stock Issuance,293400000.0
Net Issuance Payments Of Debt,74341800000.0
Net Long Term Debt Issuance,74341800000.0
Long Term Debt Payments,-15109600000.0
Long Term Debt Issuance,89451400000.0
Investing Cash Flow,-10562700000.0
Net Other Investing Changes,203500000.0
Interest Received Cfi,2569700000.0
Dividends Received Cfi,301000000.0
Net Investment Purchase And Sale,224500000.0
Sale Of Investment,147277600000.0
Purchase Of Investment,-147053100000.0
Net PPE Purchase And Sale,-8071600000.0
Sale Of PPE,63800000.0
Purchase Of PPE,-8135400000.0
Capital Expenditure Reported,-603000000.0
Operating Cash Flow,-14055700000.0
Taxes Refund Paid,-27500400000.0
Change In Working Capital,-90597100000.0
Change In Other Current Liabilities,12287000000.0
Change In Inventory,-3886100000.0
Change In Receivables,-98998000000.0
Other Non Cash Items,-6789200000.0
Stock Based Compensation,673200000.0
Provisionand Write Offof Assets,1424200000.0
Depreciation And Amortization,4142300000.0
Amortization Cash Flow,165100000.0
Depreciation,3977200000.0
Gain Loss On Investment Securities,-7094300000.0
Net Foreign Currency Exchange Gain Loss,237300000.0
Gain Loss On Sale Of PPE,-8800000.0
Net Income From Continuing Operations,102235300000.0
