metric,value
Tax Effect Of Unusual Items,5847721859.325986
Tax Rate For Calcs,0.225693
Normalized EBITDA,182681900000.0
Total Unusual Items,25910100000.0
Total Unusual Items Excluding Goodwill,25910100000.0
Net Income From Continuing Operation Net Minority Interest,124498000000.0
Reconciled Depreciation,40105430000.0
Reconciled Cost Of Revenue,1223716700000.0
EBITDA,208592000000.0
EBIT,168486500000.0
Net Interest Income,-3442900000.0
Interest Expense,7531400000.0
Interest Income,4088500000.0
Normalized Income,104435621859.32599
Net Income From Continuing And Discontinued Operation,124498000000.0
Total Expenses,1297348200000.0
Rent Expense Supplemental,1526700000.0
Diluted Average Shares,6575100000.0
Basic Average Shares,6575100000.0
Diluted EPS,18.93
Basic EPS,18.93
Diluted NI Availto Com Stockholders,124498000000.0
Net Income Common Stockholders,124498000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,124498000000.0
Minority Interests,-130700000.0
Net Income Including Noncontrolling Interests,124628700000.0
Net Income Continuous Operations,124628700000.0
Tax Provision,36326400000.0
Pretax Income,160955100000.0
Other Non Operating Income Expenses,615400000.0
Special Income Charges,25735900000.0
Other Special Charges,-23684800000.0
Write Off,29000000.0
Impairment Of Capital Assets,-2080100000.0
Net Non Operating Interest Income Expense,-3442900000.0
Interest Expense Non Operating,7531400000.0
Interest Income Non Operating,4088500000.0
Operating Income,118266600000.0
Operating Expense,73631500000.0
Other Operating Expenses,9784700000.0
Depreciation And Amortization In Income Statement,40105500000.0
Depreciation Income Statement,40105500000.0
Research And Development,162000000.0
Selling General And Administration,5826100000.0
Selling And Marketing Expense,3022900000.0
General And Administrative Expense,2803200000.0
Rent And Landing Fees,1526700000.0
Gross Profit,191898100000.0
Cost Of Revenue,1223716700000.0
Total Revenue,1415614800000.0
Operating Revenue,1415614800000.0
