metric,value
Free Cash Flow,24486300000.0
Repurchase Of Capital Stock,
Repayment Of Debt,-16152000000.0
Issuance Of Debt,22401600000.0
Capital Expenditure,-69712800000.0
End Cash Position,15198000000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,15065900000.0
Effect Of Exchange Rate Changes,-539500000.0
Changes In Cash,671600000.0
Financing Cash Flow,-39167100000.0
Net Other Financing Charges,340700000.0
Interest Paid Cff,-3979100000.0
Cash Dividends Paid,-39953700000.0
Common Stock Dividend Paid,-39953700000.0
Net Common Stock Issuance,
Common Stock Payments,
Net Issuance Payments Of Debt,6249600000.0
Net Long Term Debt Issuance,6249600000.0
Long Term Debt Payments,-16152000000.0
Long Term Debt Issuance,22401600000.0
Investing Cash Flow,-54360400000.0
Net Other Investing Changes,5894700000.0
Interest Received Cfi,2425100000.0
Dividends Received Cfi,2851800000.0
Net Investment Purchase And Sale,5063900000.0
Sale Of Investment,126113400000.0
Purchase Of Investment,-121049500000.0
Net Business Purchase And Sale,-1823400000.0
Sale Of Business,
Purchase Of Business,-1823400000.0
Net PPE Purchase And Sale,-69385400000.0
Sale Of PPE,327400000.0
Purchase Of PPE,-69712800000.0
Operating Cash Flow,94199100000.0
Taxes Refund Paid,-32842000000.0
Change In Working Capital,-35981300000.0
Change In Payable,29850500000.0
Change In Inventory,-5911800000.0
Change In Receivables,-59920000000.0
Other Non Cash Items,-1249700000.0
Provisionand Write Offof Assets,1102500000.0
Depreciation And Amortization,24218700000.0
Depreciation,24218700000.0
Pension And Employee Benefit Expense,2670100000.0
Gain Loss On Investment Securities,-502200000.0
Net Foreign Currency Exchange Gain Loss,-8200000.0
Net Income From Continuing Operations,154635200000.0
