metric,value
Free Cash Flow,59050000000.0
Repayment Of Debt,-350550000000.0
Issuance Of Debt,696100000000.0
Issuance Of Capital Stock,70000000.0
Capital Expenditure,-1528830000000.0
End Cash Position,972250000000.0
Other Cash Adjustment Outside Changein Cash,7200000000.0
Beginning Cash Position,686640000000.0
Changes In Cash,285610000000.0
Financing Cash Flow,-166460000000.0
Net Other Financing Charges,198300000000.0
Interest Paid Cff,-371730000000.0
Cash Dividends Paid,-60890000000.0
Net Common Stock Issuance,70000000.0
Common Stock Issuance,70000000.0
Net Issuance Payments Of Debt,92620000000.0
Net Short Term Debt Issuance,-252930000000.0
Net Long Term Debt Issuance,345550000000.0
Long Term Debt Payments,-350550000000.0
Long Term Debt Issuance,696100000000.0
Investing Cash Flow,-1135810000000.0
Net Other Investing Changes,-44230000000.0
Interest Received Cfi,106480000000.0
Dividends Received Cfi,750000000.0
Net Investment Purchase And Sale,176950000000.0
Sale Of Investment,5313550000000.0
Purchase Of Investment,-5136600000000.0
Net PPE Purchase And Sale,153070000000.0
Sale Of PPE,153070000000.0
Purchase Of PPE,
Capital Expenditure Reported,-1528830000000.0
Operating Cash Flow,1587880000000.0
Taxes Refund Paid,-119610000000.0
Change In Working Capital,63660000000.0
Change In Payable,347960000000.0
Change In Inventory,-127560000000.0
Change In Receivables,-156740000000.0
Other Non Cash Items,111900000000.0
Provisionand Write Offof Assets,
Deferred Tax,
Depreciation And Amortization,508320000000.0
Depreciation,508320000000.0
Gain Loss On Investment Securities,-20100000000.0
Net Foreign Currency Exchange Gain Loss,-1470000000.0
Gain Loss On Sale Of PPE,1780000000.0
Gain Loss On Sale Of Business,
Net Income From Continuing Operations,1043400000000.0
