metric,value
Tax Effect Of Unusual Items,-188179709.792844
Tax Rate For Calcs,0.130744
Normalized EBITDA,393940300000.0
Total Unusual Items,-1439300000.0
Total Unusual Items Excluding Goodwill,-1439300000.0
Net Income From Continuing Operation Net Minority Interest,151711700000.0
Reconciled Depreciation,133333800000.0
Reconciled Cost Of Revenue,13258800000.0
EBITDA,392501000000.0
EBIT,259167200000.0
Net Interest Income,-68879300000.0
Interest Expense,84636700000.0
Interest Income,16739700000.0
Normalized Income,152962820290.20715
Net Income From Continuing And Discontinued Operation,151711700000.0
Total Expenses,184845600000.0
Rent Expense Supplemental,2348200000.0
Diluted Average Shares,9300603819.0
Basic Average Shares,9300603819.0
Diluted EPS,16.58
Basic EPS,16.58
Diluted NI Availto Com Stockholders,154197400000.0
Net Income Common Stockholders,154197400000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,154197400000.0
Net Income Including Noncontrolling Interests,154197400000.0
Net Income Extraordinary,2485700000.0
Net Income Continuous Operations,151711700000.0
Tax Provision,22818800000.0
Pretax Income,174530500000.0
Other Non Operating Income Expenses,2987500000.0
Special Income Charges,-220900000.0
Other Special Charges,220900000.0
Impairment Of Capital Assets,0.0
Net Non Operating Interest Income Expense,-68879300000.0
Total Other Finance Cost,982300000.0
Interest Expense Non Operating,84636700000.0
Interest Income Non Operating,16739700000.0
Operating Income,255206600000.0
Operating Expense,171586800000.0
Other Operating Expenses,13005500000.0
Depreciation And Amortization In Income Statement,133333800000.0
Amortization,1323600000.0
Depreciation Income Statement,132010200000.0
Research And Development,
Selling General And Administration,4620600000.0
Selling And Marketing Expense,172400000.0
General And Administrative Expense,4448200000.0
Rent And Landing Fees,2348200000.0
Gross Profit,426793400000.0
Cost Of Revenue,13258800000.0
Total Revenue,440052200000.0
Operating Revenue,440052200000.0
