metric,value
Free Cash Flow,9277100000.0
Repayment Of Debt,
Issuance Of Debt,7257000000.0
Capital Expenditure,-20086400000.0
End Cash Position,761800000.0
Beginning Cash Position,7988500000.0
Changes In Cash,-7226700000.0
Financing Cash Flow,-18481200000.0
Net Other Financing Charges,-53200000.0
Interest Paid Cff,-337200000.0
Cash Dividends Paid,-24586000000.0
Common Stock Dividend Paid,
Net Issuance Payments Of Debt,7257000000.0
Net Short Term Debt Issuance,7257000000.0
Short Term Debt Issuance,7257000000.0
Net Long Term Debt Issuance,
Long Term Debt Payments,
Long Term Debt Issuance,
Investing Cash Flow,-18109000000.0
Net Other Investing Changes,1325800000.0
Interest Received Cfi,755300000.0
Net Investment Purchase And Sale,4238900000.0
Sale Of Investment,4238900000.0
Purchase Of Investment,
Net Business Purchase And Sale,-4391300000.0
Sale Of Business,2664700000.0
Purchase Of Business,-7056000000.0
Net PPE Purchase And Sale,-20043900000.0
Sale Of PPE,42500000.0
Purchase Of PPE,-20086400000.0
Operating Cash Flow,29363500000.0
Taxes Refund Paid,-10244000000.0
Change In Working Capital,-7111700000.0
Change In Other Current Liabilities,1944500000.0
Change In Other Current Assets,-1992300000.0
Change In Payable,1341200000.0
Change In Inventory,-7671000000.0
Change In Receivables,-700000000.0
Other Non Cash Items,-238100000.0
Depreciation And Amortization,5399200000.0
Depreciation,5399200000.0
Net Foreign Currency Exchange Gain Loss,48200000.0
Gain Loss On Sale Of PPE,-23800000.0
Gain Loss On Sale Of Business,-1834200000.0
Net Income From Continuing Operations,43161200000.0
