metric,value
Tax Effect Of Unusual Items,426808141.108218
Tax Rate For Calcs,0.256835
Normalized EBITDA,48258700000.0
Total Unusual Items,1661800000.0
Total Unusual Items Excluding Goodwill,1661800000.0
Net Income From Continuing Operation Net Minority Interest,32075900000.0
Reconciled Depreciation,5399200000.0
Reconciled Cost Of Revenue,89487700000.0
EBITDA,49920500000.0
EBIT,44521300000.0
Net Interest Income,-792800000.0
Interest Expense,1360100000.0
Interest Income,567300000.0
Normalized Income,30840908141.10822
Net Income From Continuing And Discontinued Operation,32075900000.0
Total Expenses,158097300000.0
Rent Expense Supplemental,245200000.0
Diluted Average Shares,1928217613.0
Basic Average Shares,1928217613.0
Diluted EPS,16.635
Basic EPS,16.635
Diluted NI Availto Com Stockholders,32075900000.0
Net Income Common Stockholders,32075900000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,32075900000.0
Net Income Including Noncontrolling Interests,32075900000.0
Net Income Continuous Operations,32075900000.0
Tax Provision,11085300000.0
Pretax Income,43161200000.0
Other Non Operating Income Expenses,588600000.0
Special Income Charges,1640500000.0
Other Special Charges,-1858000000.0
Impairment Of Capital Assets,217500000.0
Net Non Operating Interest Income Expense,-792800000.0
Interest Expense Non Operating,1360100000.0
Interest Income Non Operating,567300000.0
Operating Income,42677700000.0
Operating Expense,68609600000.0
Other Operating Expenses,24301800000.0
Depreciation And Amortization In Income Statement,5181700000.0
Depreciation Income Statement,5181700000.0
Research And Development,991800000.0
Selling General And Administration,18672800000.0
Selling And Marketing Expense,18429200000.0
General And Administrative Expense,243600000.0
Rent And Landing Fees,245200000.0
Gross Profit,111287300000.0
Cost Of Revenue,89487700000.0
Total Revenue,200775000000.0
Operating Revenue,200775000000.0
