metric,value
Free Cash Flow,-1506600000.0
Repayment Of Debt,-257035200000.0
Issuance Of Debt,282748900000.0
Capital Expenditure,-348499400000.0
End Cash Position,6731700000.0
Beginning Cash Position,12465900000.0
Changes In Cash,-5734200000.0
Financing Cash Flow,-34245100000.0
Interest Paid Cff,-87232100000.0
Cash Dividends Paid,-95451000000.0
Common Stock Dividend Paid,-95451000000.0
Net Issuance Payments Of Debt,178144100000.0
Net Short Term Debt Issuance,152430400000.0
Net Long Term Debt Issuance,25713700000.0
Long Term Debt Payments,-257035200000.0
Long Term Debt Issuance,282748900000.0
Investing Cash Flow,-318481900000.0
Net Other Investing Changes,170400000.0
Interest Received Cfi,18359300000.0
Dividends Received Cfi,19294800000.0
Net Investment Purchase And Sale,-13523500000.0
Sale Of Investment,62173100000.0
Purchase Of Investment,-75696600000.0
Net PPE Purchase And Sale,-45338300000.0
Sale Of PPE,5716500000.0
Purchase Of PPE,-51054800000.0
Capital Expenditure Reported,-297444600000.0
Operating Cash Flow,346992800000.0
Taxes Refund Paid,-30940500000.0
Change In Working Capital,-7333000000.0
Change In Payable,-4868000000.0
Change In Inventory,74637600000.0
Change In Receivables,-77102600000.0
Other Non Cash Items,72273700000.0
Provisionand Write Offof Assets,-602600000.0
Depreciation And Amortization,167773400000.0
Amortization Cash Flow,3291900000.0
Depreciation,164481500000.0
Pension And Employee Benefit Expense,781800000.0
Gain Loss On Investment Securities,-14803100000.0
Net Foreign Currency Exchange Gain Loss,5664500000.0
Net Income From Continuing Operations,170634500000.0
