metric,value
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.2031
Total Unusual Items,
Total Unusual Items Excluding Goodwill,
Net Income From Continuing Operation Net Minority Interest,673508300000.0
Reconciled Depreciation,63021300000.0
Net Interest Income,1404485600000.0
Interest Expense,1823477000000.0
Interest Income,3227962600000.0
Normalized Income,673508300000.0
Net Income From Continuing And Discontinued Operation,673508300000.0
Diluted Average Shares,15318868212.0
Basic Average Shares,15255283286.0
Diluted EPS,44.815
Basic EPS,45.005
Diluted NI Availto Com Stockholders,673508300000.0
Net Income Common Stockholders,673508300000.0
Net Income,673508300000.0
Minority Interests,-13023000000.0
Net Income Including Noncontrolling Interests,686531300000.0
Net Income Extraordinary,
Net Income Continuous Operations,686531300000.0
Tax Provision,175014900000.0
Pretax Income,861546200000.0
Other Non Operating Income Expenses,-62950500000.0
Special Income Charges,
Gain On Sale Of Security,44469200000.0
Depreciation Amortization Depletion Income Statement,63021300000.0
Depreciation And Amortization In Income Statement,63021300000.0
Amortization,25237200000.0
Amortization Of Intangibles Income Statement,25237200000.0
Depreciation Income Statement,37784100000.0
Selling General And Administration,1124876500000.0
General And Administrative Expense,1124876500000.0
Other Gand A,292757700000.0
Insurance And Claims,532867100000.0
Salaries And Wages,299251700000.0
Total Revenue,2371508200000.0
Operating Revenue,2371508200000.0
Occupancy And Equipment,77733600000.0
Other Non Interest Expense,
