metric,value
Tax Effect Of Unusual Items,8601000000.0
Tax Rate For Calcs,0.3
Normalized EBITDA,366750000000.0
Total Unusual Items,28670000000.0
Total Unusual Items Excluding Goodwill,28670000000.0
Net Income From Continuing Operation Net Minority Interest,42390000000.0
Reconciled Depreciation,107440000000.0
Reconciled Cost Of Revenue,849260000000.0
EBITDA,395420000000.0
EBIT,287980000000.0
Net Interest Income,-77790000000.0
Interest Expense,84330000000.0
Interest Income,16860000000.0
Normalized Income,22321000000.0
Net Income From Continuing And Discontinued Operation,42390000000.0
Total Expenses,1169650000000.0
Rent Expense Supplemental,550000000.0
Total Operating Income As Reported,
Diluted Average Shares,3746400000.0
Basic Average Shares,3717900000.0
Diluted EPS,11.33
Basic EPS,11.42
Diluted NI Availto Com Stockholders,42390000000.0
Net Income Common Stockholders,42390000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,42390000000.0
Minority Interests,-33000000000.0
Net Income Including Noncontrolling Interests,75390000000.0
Net Income Extraordinary,-65200000000.0
Net Income Continuous Operations,75390000000.0
Earnings From Equity Interest Net Of Tax,
Tax Provision,128260000000.0
Pretax Income,203650000000.0
Other Income Expense,
Other Non Operating Income Expenses,2090000000.0
Special Income Charges,28670000000.0
Other Special Charges,-26820000000.0
Write Off,
Impairment Of Capital Assets,-1850000000.0
Restructuring And Mergern Acquisition,
Gain On Sale Of Security,
Net Non Operating Interest Income Expense,-77790000000.0
Total Other Finance Cost,10320000000.0
Interest Expense Non Operating,84330000000.0
Interest Income Non Operating,16860000000.0
Operating Income,248280000000.0
Operating Expense,320390000000.0
Other Operating Expenses,283600000000.0
Selling General And Administration,25660000000.0
Selling And Marketing Expense,22880000000.0
General And Administrative Expense,2780000000.0
Other Gand A,
Rent And Landing Fees,550000000.0
Salaries And Wages,
Gross Profit,568670000000.0
Cost Of Revenue,849260000000.0
Total Revenue,1417930000000.0
Operating Revenue,1417930000000.0
