metric,value
Tax Effect Of Unusual Items,4941600000.0
Tax Rate For Calcs,0.24
Normalized EBITDA,448330000000.0
Total Unusual Items,20590000000.0
Total Unusual Items Excluding Goodwill,20590000000.0
Net Income From Continuing Operation Net Minority Interest,149880000000.0
Reconciled Depreciation,111390000000.0
Reconciled Cost Of Revenue,890140000000.0
EBITDA,468920000000.0
EBIT,357530000000.0
Net Interest Income,-75260000000.0
Interest Expense,88760000000.0
Interest Income,23880000000.0
Normalized Income,134231600000.0
Net Income From Continuing And Discontinued Operation,149880000000.0
Total Expenses,1193660000000.0
Rent Expense Supplemental,620000000.0
Total Operating Income As Reported,
Diluted Average Shares,3877900000.0
Basic Average Shares,3846300000.0
Diluted EPS,38.65
Basic EPS,38.97
Diluted NI Availto Com Stockholders,149880000000.0
Net Income Common Stockholders,149880000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,149880000000.0
Minority Interests,-55470000000.0
Net Income Including Noncontrolling Interests,205350000000.0
Net Income Extraordinary,-7320000000.0
Net Income Continuous Operations,205350000000.0
Earnings From Equity Interest Net Of Tax,
Tax Provision,63420000000.0
Pretax Income,268770000000.0
Other Income Expense,
Other Non Operating Income Expenses,5000000000.0
Special Income Charges,20590000000.0
Other Special Charges,310000000.0
Write Off,
Impairment Of Capital Assets,-20900000000.0
Restructuring And Mergern Acquisition,
Gain On Sale Of Security,
Net Non Operating Interest Income Expense,-75260000000.0
Total Other Finance Cost,10380000000.0
Interest Expense Non Operating,88760000000.0
Interest Income Non Operating,23880000000.0
Operating Income,313590000000.0
Operating Expense,303520000000.0
Other Operating Expenses,270540000000.0
Selling General And Administration,22720000000.0
Selling And Marketing Expense,20360000000.0
General And Administrative Expense,2360000000.0
Other Gand A,
Rent And Landing Fees,620000000.0
Salaries And Wages,
Gross Profit,617110000000.0
Cost Of Revenue,890140000000.0
Total Revenue,1507250000000.0
Operating Revenue,1507250000000.0
