metric,value
Tax Effect Of Unusual Items,560574715.866174
Tax Rate For Calcs,0.243622
Normalized EBITDA,81758400000.0
Total Unusual Items,2301000000.0
Total Unusual Items Excluding Goodwill,2301000000.0
Net Income From Continuing Operation Net Minority Interest,54602300000.0
Reconciled Depreciation,8530000000.0
Reconciled Cost Of Revenue,201743000000.0
EBITDA,84059400000.0
EBIT,75529400000.0
Net Interest Income,-352400000.0
Interest Expense,2051700000.0
Interest Income,1699300000.0
Normalized Income,52861874715.86617
Net Income From Continuing And Discontinued Operation,54602300000.0
Total Expenses,286334400000.0
Rent Expense Supplemental,
Diluted Average Shares,958986355.0
Basic Average Shares,958841696.0
Diluted EPS,56.94
Basic EPS,56.95
Diluted NI Availto Com Stockholders,54602300000.0
Net Income Common Stockholders,54602300000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,54602300000.0
Minority Interests,-974600000.0
Net Income Including Noncontrolling Interests,55576900000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,55576900000.0
Tax Provision,17900800000.0
Pretax Income,73477700000.0
Other Non Operating Income Expenses,2476700000.0
Special Income Charges,4700000.0
Other Special Charges,-96700000.0
Write Off,92000000.0
Net Non Operating Interest Income Expense,-352400000.0
Interest Expense Non Operating,2051700000.0
Interest Income Non Operating,1699300000.0
Operating Income,67619800000.0
Operating Expense,84591400000.0
Other Operating Expenses,18363200000.0
Depreciation And Amortization In Income Statement,8530000000.0
Amortization,273400000.0
Depreciation Income Statement,8256600000.0
Selling General And Administration,35342100000.0
Selling And Marketing Expense,34976500000.0
General And Administrative Expense,365600000.0
Rent And Landing Fees,
Gross Profit,152211200000.0
Cost Of Revenue,201743000000.0
Total Revenue,353954200000.0
Operating Revenue,353954200000.0
