metric,value
Treasury Shares Number,2041001.0
Ordinary Shares Number,1590774459.0
Share Issued,1592815460.0
Net Debt,1641821000000.0
Total Debt,1675994100000.0
Tangible Book Value,448521200000.0
Invested Capital,2131830600000.0
Net Tangible Assets,448521200000.0
Capital Lease Obligations,8236900000.0
Common Stock Equity,464073400000.0
Total Capitalization,2008297400000.0
Total Equity Gross Minority Interest,775980800000.0
Minority Interest,311907400000.0
Stockholders Equity,464073400000.0
Other Equity Interest,4708900000.0
Treasury Stock,1174800000.0
Retained Earnings,300784100000.0
Additional Paid In Capital,96765300000.0
Capital Stock,1592600000.0
Common Stock,1592600000.0
Total Liabilities Net Minority Interest,3279111100000.0
Derivative Product Liabilities,1198600000.0
Non Current Pension And Other Postretirement Benefit Plans,635400000.0
Non Current Deferred Taxes Liabilities,1080400000.0
Long Term Debt And Capital Lease Obligation,1552460900000.0
Long Term Capital Lease Obligation,8236900000.0
Long Term Debt,1544224000000.0
Long Term Provisions,3417900000.0
Current Debt And Capital Lease Obligation,123533200000.0
Current Debt,123533200000.0
Payables,85340600000.0
Other Payable,20959400000.0
Dividends Payable,27200000.0
Total Tax Payable,12301200000.0
Accounts Payable,52052800000.0
Total Assets,4055091900000.0
Non Current Deferred Taxes Assets,10235600000.0
Financial Assets,2265000000.0
Investments And Advances,1370110000000.0
Investmentin Financial Assets,786248900000.0
Available For Sale Securities,57830900000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,726153000000.0
Long Term Equity Investment,1073200000.0
Investmentsin Joint Venturesat Cost,1073200000.0
Investment Properties,348500000.0
Goodwill And Other Intangible Assets,15552200000.0
Other Intangible Assets,8658800000.0
Goodwill,6893400000.0
Net PPE,29810100000.0
Accumulated Depreciation,-21029500000.0
Gross PPE,50839600000.0
Construction In Progress,1056400000.0
Other Properties,18567600000.0
Machinery Furniture Equipment,13590600000.0
Buildings And Improvements,10898200000.0
Land And Improvements,6726800000.0
Prepaid Assets,438000000.0
Other Receivables,18234500000.0
Taxes Receivable,10268100000.0
Accounts Receivable,34586400000.0
Cash Cash Equivalents And Short Term Investments,608724100000.0
Other Short Term Investments,582787900000.0
Cash And Cash Equivalents,25936200000.0
