metric,value
Tax Effect Of Unusual Items,663292019.46472
Tax Rate For Calcs,0.190268
Normalized EBITDA,47628500000.0
Total Unusual Items,3486100000.0
Total Unusual Items Excluding Goodwill,3486100000.0
Net Income From Continuing Operation Net Minority Interest,23957000000.0
Reconciled Depreciation,18973200000.0
Reconciled Cost Of Revenue,86909400000.0
EBITDA,51114600000.0
EBIT,32141400000.0
Net Interest Income,126400000.0
Interest Expense,2549400000.0
Interest Income,2709800000.0
Normalized Income,21134192019.46472
Net Income From Continuing And Discontinued Operation,23957000000.0
Total Expenses,175011100000.0
Rent Expense Supplemental,
Diluted Average Shares,36080748.0
Basic Average Shares,36080748.0
Diluted EPS,663.98
Basic EPS,663.98
Diluted NI Availto Com Stockholders,23957000000.0
Net Income Common Stockholders,23957000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,23957000000.0
Minority Interests,-4600000.0
Net Income Including Noncontrolling Interests,23961600000.0
Net Income Continuous Operations,23961600000.0
Tax Provision,5630400000.0
Pretax Income,29592000000.0
Other Non Operating Income Expenses,2100000.0
Special Income Charges,377500000.0
Other Special Charges,-394600000.0
Write Off,17100000.0
Net Non Operating Interest Income Expense,126400000.0
Total Other Finance Cost,34000000.0
Interest Expense Non Operating,2549400000.0
Interest Income Non Operating,2709800000.0
Operating Income,25905500000.0
Operating Expense,88101700000.0
Other Operating Expenses,13889000000.0
Depreciation And Amortization In Income Statement,18973200000.0
Depreciation Income Statement,18973200000.0
Selling General And Administration,47360000000.0
Selling And Marketing Expense,46074400000.0
General And Administrative Expense,1285600000.0
Rent And Landing Fees,
Gross Profit,114007200000.0
Cost Of Revenue,86909400000.0
Total Revenue,200916600000.0
Operating Revenue,200916600000.0
