metric,value
Tax Effect Of Unusual Items,603744609.648421
Tax Rate For Calcs,0.143125
Normalized EBITDA,40976300000.0
Total Unusual Items,4218300000.0
Total Unusual Items Excluding Goodwill,4218300000.0
Net Income From Continuing Operation Net Minority Interest,11227700000.0
Reconciled Depreciation,30067800000.0
Reconciled Cost Of Revenue,76062100000.0
EBITDA,45194600000.0
EBIT,15126800000.0
Net Interest Income,-238000000.0
Interest Expense,2011700000.0
Interest Income,1811600000.0
Normalized Income,7613144609.648421
Net Income From Continuing And Discontinued Operation,11227700000.0
Total Expenses,180714800000.0
Rent Expense Supplemental,
Diluted Average Shares,36080748.0
Basic Average Shares,36080748.0
Diluted EPS,311.18
Basic EPS,311.18
Diluted NI Availto Com Stockholders,11227700000.0
Net Income Common Stockholders,11227700000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,11227700000.0
Minority Interests,-10300000.0
Net Income Including Noncontrolling Interests,11238000000.0
Net Income Continuous Operations,11238000000.0
Tax Provision,1877100000.0
Pretax Income,13115100000.0
Other Non Operating Income Expenses,2400000.0
Special Income Charges,233700000.0
Other Special Charges,-243800000.0
Write Off,10100000.0
Net Non Operating Interest Income Expense,-238000000.0
Total Other Finance Cost,37900000.0
Interest Expense Non Operating,2011700000.0
Interest Income Non Operating,1811600000.0
Operating Income,9049700000.0
Operating Expense,104652700000.0
Other Operating Expenses,16515500000.0
Depreciation And Amortization In Income Statement,30067800000.0
Depreciation Income Statement,30067800000.0
Selling General And Administration,49440200000.0
Selling And Marketing Expense,48346900000.0
General And Administrative Expense,1093300000.0
Rent And Landing Fees,
Gross Profit,113702400000.0
Cost Of Revenue,76062100000.0
Total Revenue,189764500000.0
Operating Revenue,189764500000.0
