metric,value
Free Cash Flow,-7457100000.0
Repayment Of Debt,-4516000000.0
Issuance Of Debt,9064400000.0
Capital Expenditure,-33144500000.0
End Cash Position,143500000.0
Beginning Cash Position,1277100000.0
Effect Of Exchange Rate Changes,91000000.0
Changes In Cash,-1224600000.0
Financing Cash Flow,-2767100000.0
Net Other Financing Charges,-8700000.0
Interest Paid Cff,-2585500000.0
Cash Dividends Paid,-3245200000.0
Net Issuance Payments Of Debt,4548400000.0
Net Short Term Debt Issuance,6401400000.0
Short Term Debt Payments,-726700000.0
Short Term Debt Issuance,7128100000.0
Net Long Term Debt Issuance,-1853000000.0
Long Term Debt Payments,-3789300000.0
Long Term Debt Issuance,1936300000.0
Investing Cash Flow,-24144900000.0
Net Other Investing Changes,-2500000.0
Interest Received Cfi,3569800000.0
Dividends Received Cfi,61400000.0
Net Investment Purchase And Sale,4829800000.0
Sale Of Investment,6544300000.0
Purchase Of Investment,-1714500000.0
Net Business Purchase And Sale,
Purchase Of Business,
Net Intangibles Purchase And Sale,-230700000.0
Purchase Of Intangibles,-230700000.0
Net PPE Purchase And Sale,-32560400000.0
Sale Of PPE,353400000.0
Purchase Of PPE,-32913800000.0
Operating Cash Flow,25687400000.0
Taxes Refund Paid,-3332100000.0
Change In Working Capital,-515900000.0
Change In Payable,7896500000.0
Change In Inventory,-2350200000.0
Change In Receivables,-6062200000.0
Other Non Cash Items,-574100000.0
Provisionand Write Offof Assets,1800000.0
Depreciation And Amortization,16606700000.0
Amortization Cash Flow,59600000.0
Depreciation,16547100000.0
Gain Loss On Investment Securities,-1353300000.0
Net Foreign Currency Exchange Gain Loss,-34300000.0
Gain Loss On Sale Of PPE,-67600000.0
Net Income From Continuing Operations,14950400000.0
