metric,value
Tax Effect Of Unusual Items,654581162.601626
Tax Rate For Calcs,0.248862
Total Unusual Items,2630300000.0
Total Unusual Items Excluding Goodwill,2630300000.0
Net Income From Continuing Operation Net Minority Interest,263862000000.0
Reconciled Depreciation,13884600000.0
Net Interest Income,513683100000.0
Interest Expense,613907400000.0
Interest Income,1127590500000.0
Normalized Income,261886281162.60162
Net Income From Continuing And Discontinued Operation,263862000000.0
Diluted Average Shares,3104000000.0
Basic Average Shares,3081700000.0
Diluted EPS,85.01
Basic EPS,85.62
Diluted NI Availto Com Stockholders,263862000000.0
Net Income Common Stockholders,263862000000.0
Net Income,263862000000.0
Minority Interests,-1060500000.0
Net Income Including Noncontrolling Interests,264922500000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,264922500000.0
Tax Provision,87544600000.0
Pretax Income,351780000000.0
Special Income Charges,2630300000.0
Other Special Charges,-2623700000.0
Restructuring And Mergern Acquisition,-6600000.0
Gain On Sale Of Security,18694400000.0
Operating Expense,376837500000.0
Other Operating Expenses,202768700000.0
Depreciation And Amortization In Income Statement,13884600000.0
Amortization,0.0
Depreciation Income Statement,13884600000.0
Selling General And Administration,3690300000.0
Selling And Marketing Expense,1672200000.0
General And Administrative Expense,2018100000.0
Insurance And Claims,16105600000.0
Rent And Landing Fees,18338500000.0
Total Revenue,766030400000.0
Operating Revenue,766030400000.0
