metric,value
Free Cash Flow,206853600000.0
Repayment Of Debt,-60000000000.0
Issuance Of Debt,124354100000.0
Issuance Of Capital Stock,3802300000.0
Capital Expenditure,-13894200000.0
End Cash Position,1087079300000.0
Beginning Cash Position,1123435100000.0
Effect Of Exchange Rate Changes,3434800000.0
Changes In Cash,-39790600000.0
Financing Cash Flow,66405400000.0
Net Other Financing Charges,1320400000.0
Cash Dividends Paid,-3071400000.0
Common Stock Dividend Paid,-3071400000.0
Net Common Stock Issuance,3802300000.0
Common Stock Issuance,3802300000.0
Net Issuance Payments Of Debt,64354100000.0
Net Long Term Debt Issuance,64354100000.0
Long Term Debt Payments,-60000000000.0
Long Term Debt Issuance,124354100000.0
Investing Cash Flow,-326943800000.0
Net Investment Purchase And Sale,-197141500000.0
Net Business Purchase And Sale,-116025400000.0
Purchase Of Business,-116025400000.0
Net PPE Purchase And Sale,-13776900000.0
Sale Of PPE,117300000.0
Purchase Of PPE,-13894200000.0
Operating Cash Flow,220747800000.0
Taxes Refund Paid,-66865200000.0
Change In Working Capital,-104878200000.0
Change In Other Current Liabilities,63132300000.0
Change In Other Current Assets,29686100000.0
Other Non Cash Items,8891100000.0
Stock Based Compensation,2860200000.0
Provisionand Write Offof Assets,58039600000.0
Depreciation And Amortization,131456500000.0
Depreciation,131456500000.0
Gain Loss On Investment Securities,5955700000.0
Gain Loss On Sale Of PPE,76900000.0
Net Income From Continuing Operations,185211200000.0
