metric,value
Tax Effect Of Unusual Items,1738650000.0
Tax Rate For Calcs,0.3
Total Unusual Items,5795500000.0
Total Unusual Items Excluding Goodwill,5795500000.0
Net Income From Continuing Operation Net Minority Interest,108184500000.0
Reconciled Depreciation,131456500000.0
Net Interest Income,440592200000.0
Interest Expense,433891500000.0
Interest Income,874483700000.0
Normalized Income,104127650000.0
Net Income From Continuing And Discontinued Operation,108184500000.0
Diluted Average Shares,3087800000.0
Basic Average Shares,3073000000.0
Diluted EPS,35.04
Basic EPS,35.2
Diluted NI Availto Com Stockholders,108184500000.0
Net Income Common Stockholders,108184500000.0
Net Income,108184500000.0
Minority Interests,-1000600000.0
Net Income Including Noncontrolling Interests,109185100000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,109185100000.0
Tax Provision,77685200000.0
Pretax Income,186211800000.0
Special Income Charges,5795500000.0
Other Special Charges,-5447300000.0
Restructuring And Mergern Acquisition,-348200000.0
Gain On Sale Of Security,-2367300000.0
Operating Expense,405520500000.0
Other Operating Expenses,144169100000.0
Depreciation And Amortization In Income Statement,131456500000.0
Amortization,0.0
Depreciation Income Statement,131456500000.0
Selling General And Administration,4076700000.0
Selling And Marketing Expense,2162300000.0
General And Administrative Expense,1914400000.0
Insurance And Claims,14255400000.0
Rent And Landing Fees,14812500000.0
Total Revenue,624158400000.0
Operating Revenue,624158400000.0
