metric,value
Tax Effect Of Unusual Items,-2856378532.192677
Tax Rate For Calcs,0.25173
Total Unusual Items,-11347000000.0
Total Unusual Items Excluding Goodwill,-11347000000.0
Net Income From Continuing Operation Net Minority Interest,141192900000.0
Reconciled Depreciation,10489900000.0
Net Interest Income,339234000000.0
Interest Expense,349226600000.0
Interest Income,688460600000.0
Normalized Income,149683521467.8073
Net Income From Continuing And Discontinued Operation,141192900000.0
Diluted Average Shares,3075700000.0
Basic Average Shares,3066500000.0
Diluted EPS,45.91
Basic EPS,46.04
Diluted NI Availto Com Stockholders,141192900000.0
Net Income Common Stockholders,141192900000.0
Net Income,141192900000.0
Minority Interests,-876000000.0
Net Income Including Noncontrolling Interests,142068900000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,142068900000.0
Tax Provision,47651100000.0
Pretax Income,189294600000.0
Special Income Charges,-11347000000.0
Other Special Charges,11337500000.0
Restructuring And Mergern Acquisition,9500000.0
Gain On Sale Of Security,14227100000.0
Operating Expense,257051400000.0
Other Operating Expenses,132000400000.0
Depreciation And Amortization In Income Statement,10489900000.0
Amortization,0.0
Depreciation Income Statement,10489900000.0
Selling General And Administration,3681500000.0
Selling And Marketing Expense,1475900000.0
General And Administrative Expense,2205600000.0
Insurance And Claims,12897400000.0
Rent And Landing Fees,13769800000.0
Total Revenue,511976400000.0
Operating Revenue,511976400000.0
