metric,value
Ordinary Shares Number,3076852012.0
Share Issued,3076852012.0
Net Debt,591724400000.0
Total Debt,1984445700000.0
Tangible Book Value,1291239300000.0
Invested Capital,3282262800000.0
Net Tangible Assets,1291239300000.0
Common Stock Equity,1297817100000.0
Total Capitalization,3282262800000.0
Total Equity Gross Minority Interest,1301751000000.0
Minority Interest,3933900000.0
Stockholders Equity,1297817100000.0
Other Equity Interest,4260900000.0
Retained Earnings,477692500000.0
Additional Paid In Capital,519357800000.0
Capital Stock,6153700000.0
Common Stock,6153700000.0
Total Liabilities Net Minority Interest,12142428600000.0
Derivative Product Liabilities,
Long Term Debt And Capital Lease Obligation,1984445700000.0
Payables,136417600000.0
Other Payable,95438100000.0
Dividends Payable,
Accounts Payable,40979500000.0
Total Assets,13444179600000.0
Investments And Advances,2026469400000.0
Investmentin Financial Assets,2021517400000.0
Available For Sale Securities,30458400000.0
Long Term Equity Investment,4952000000.0
Investmentsin Joint Venturesat Cost,
Investmentsin Associatesat Cost,4952000000.0
Investmentsin Subsidiariesat Cost,
Goodwill And Other Intangible Assets,6577800000.0
Goodwill,6577800000.0
Net PPE,48525800000.0
Accumulated Depreciation,-196067100000.0
Gross PPE,244592900000.0
Construction In Progress,1421400000.0
Other Properties,241075500000.0
Buildings And Improvements,2096000000.0
Properties,16635900000.0
Prepaid Assets,7488700000.0
Receivables,287089600000.0
Cash And Cash Equivalents,1392721300000.0
Cash Equivalents,217983400000.0
Cash Financial,96658800000.0
Cash Cash Equivalents And Federal Funds Sold,1392721300000.0
