metric,value
Treasury Shares Number,0.0
Ordinary Shares Number,1374668619.0
Share Issued,1374668619.0
Net Debt,1020812700000.0
Total Debt,1163222200000.0
Tangible Book Value,610258800000.0
Invested Capital,2003990100000.0
Working Capital,414791400000.0
Net Tangible Assets,610258800000.0
Capital Lease Obligations,22824500000.0
Common Stock Equity,863592400000.0
Total Capitalization,1428662100000.0
Total Equity Gross Minority Interest,1025496600000.0
Minority Interest,161904200000.0
Stockholders Equity,863592400000.0
Other Equity Interest,5505400000.0
Retained Earnings,794896900000.0
Additional Paid In Capital,3856700000.0
Capital Stock,2749300000.0
Common Stock,2749300000.0
Total Liabilities Net Minority Interest,2375863100000.0
Total Non Current Liabilities Net Minority Interest,604768500000.0
Other Non Current Liabilities,6180200000.0
Liabilities Heldfor Sale Non Current,
Preferred Securities Outside Stock Equity,
Tradeand Other Payables Non Current,1290600000.0
Non Current Deferred Revenue,5850000000.0
Non Current Deferred Taxes Liabilities,5336300000.0
Long Term Debt And Capital Lease Obligation,582417500000.0
Long Term Capital Lease Obligation,17347800000.0
Long Term Debt,565069700000.0
Long Term Provisions,9873800000.0
Current Liabilities,1771094600000.0
Other Current Liabilities,523337300000.0
Current Debt And Capital Lease Obligation,580804700000.0
Current Capital Lease Obligation,5476700000.0
Current Debt,575328000000.0
Current Provisions,41158900000.0
Payables,675393800000.0
Other Payable,122561300000.0
Dividends Payable,1299000000.0
Total Tax Payable,18604700000.0
Accounts Payable,532928800000.0
Total Assets,3401359700000.0
Total Non Current Assets,1215473700000.0
Other Non Current Assets,100000.0
Non Current Prepaid Assets,4879900000.0
Non Current Deferred Taxes Assets,38637200000.0
Investmentin Financial Assets,99044600000.0
Held To Maturity Securities,4777600000.0
Available For Sale Securities,94267000000.0
Long Term Equity Investment,12642500000.0
Investment Properties,21913700000.0
Goodwill And Other Intangible Assets,253333600000.0
Other Intangible Assets,175324800000.0
Goodwill,78008800000.0
Net PPE,185645000000.0
Accumulated Depreciation,-125879700000.0
Gross PPE,311524700000.0
Construction In Progress,29774500000.0
Other Properties,3907400000.0
Machinery Furniture Equipment,180650600000.0
Buildings And Improvements,82930300000.0
Land And Improvements,14261900000.0
Properties,0.0
Current Assets,2185886000000.0
Other Current Assets,44100000.0
Assets Held For Sale Current,10053600000.0
Current Deferred Assets,271100000.0
Restricted Cash,23836300000.0
Prepaid Assets,6844900000.0
Inventory,66201900000.0
Other Inventories,93600000.0
Finished Goods,42463300000.0
Work In Process,3478100000.0
Raw Materials,20166900000.0
Other Receivables,1111644800000.0
Accounts Receivable,487709500000.0
Allowance For Doubtful Accounts Receivable,-45936500000.0
Gross Accounts Receivable,533646000000.0
Cash Cash Equivalents And Short Term Investments,479323900000.0
Other Short Term Investments,359738900000.0
Cash And Cash Equivalents,119585000000.0
Cash Equivalents,28944500000.0
Cash Financial,90640500000.0
