metric,value
Tax Effect Of Unusual Items,1715326546.609894
Tax Rate For Calcs,0.023886
Normalized EBITDA,944017000000.0
Total Unusual Items,71812000000.0
Total Unusual Items Excluding Goodwill,71812000000.0
Net Income From Continuing Operation Net Minority Interest,335561000000.0
Reconciled Depreciation,455703000000.0
Reconciled Cost Of Revenue,568340000000.0
EBITDA,1015829000000.0
EBIT,560126000000.0
Net Interest Income,-205319000000.0
Interest Expense,176141000000.0
Interest Income,5306000000.0
Normalized Income,265464326546.6099
Net Income From Continuing And Discontinued Operation,335561000000.0
Total Expenses,1246486000000.0
Diluted Average Shares,5991748000.0
Basic Average Shares,5785462000.0
Diluted EPS,56.04
Basic EPS,58.0
Diluted NI Availto Com Stockholders,335753000000.0
Average Dilution Earnings,192000000.0
Net Income Common Stockholders,335561000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,335561000000.0
Minority Interests,-39252000000.0
Net Income Including Noncontrolling Interests,374813000000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,374813000000.0
Tax Provision,9172000000.0
Pretax Income,383985000000.0
Other Non Operating Income Expenses,3590000000.0
Special Income Charges,70184000000.0
Other Special Charges,51122000000.0
Write Off,4515000000.0
Impairment Of Capital Assets,17404000000.0
Restructuring And Mergern Acquisition,-143225000000.0
Net Non Operating Interest Income Expense,-205319000000.0
Total Other Finance Cost,34484000000.0
Interest Expense Non Operating,176141000000.0
Interest Income Non Operating,5306000000.0
Operating Income,483366000000.0
Operating Expense,678146000000.0
Other Operating Expenses,42114000000.0
Depreciation And Amortization In Income Statement,455703000000.0
Amortization,103961000000.0
Depreciation Income Statement,351742000000.0
Selling General And Administration,120202000000.0
Selling And Marketing Expense,114601000000.0
General And Administrative Expense,5601000000.0
Gross Profit,1161512000000.0
Cost Of Revenue,568340000000.0
Total Revenue,1729852000000.0
Operating Revenue,1729852000000.0
