metric,value
Free Cash Flow,204158600000.0
Capital Expenditure,-153181100000.0
End Cash Position,56274300000.0
Beginning Cash Position,70633000000.0
Changes In Cash,-14358700000.0
Financing Cash Flow,-137043500000.0
Interest Paid Cff,-1382200000.0
Cash Dividends Paid,-143280700000.0
Common Stock Dividend Paid,
Net Issuance Payments Of Debt,8051500000.0
Net Short Term Debt Issuance,6800000.0
Net Long Term Debt Issuance,8044700000.0
Investing Cash Flow,-234654900000.0
Interest Received Cfi,26840800000.0
Net Investment Purchase And Sale,-102717100000.0
Net Business Purchase And Sale,-6665400000.0
Purchase Of Business,-6665400000.0
Net PPE Purchase And Sale,-152113200000.0
Sale Of PPE,1067900000.0
Purchase Of PPE,-153181100000.0
Operating Cash Flow,357339700000.0
Taxes Refund Paid,-97497200000.0
Change In Working Capital,26519400000.0
Change In Other Current Liabilities,44502900000.0
Change In Other Current Assets,-60002200000.0
Change In Payable,-543500000.0
Change In Inventory,-10790000000.0
Change In Receivables,-26753100000.0
Other Non Cash Items,-78616900000.0
Provisionand Write Offof Assets,3749300000.0
Depreciation And Amortization,68667500000.0
Amortization Cash Flow,1865000000.0
Depreciation,66802500000.0
Gain Loss On Investment Securities,
Net Foreign Currency Exchange Gain Loss,45500000.0
Gain Loss On Sale Of PPE,-281300000.0
Net Income From Continuing Operations,432746000000.0
