metric,value
Free Cash Flow,290830700000.0
Capital Expenditure,-120237000000.0
End Cash Position,70633000000.0
Beginning Cash Position,51122800000.0
Changes In Cash,19510200000.0
Financing Cash Flow,-134412400000.0
Interest Paid Cff,-846800000.0
Cash Dividends Paid,-107833700000.0
Common Stock Dividend Paid,-107833700000.0
Net Issuance Payments Of Debt,-25731900000.0
Net Short Term Debt Issuance,
Net Long Term Debt Issuance,-25731900000.0
Investing Cash Flow,-257145100000.0
Interest Received Cfi,10986100000.0
Net Investment Purchase And Sale,-140493800000.0
Net Business Purchase And Sale,-7676500000.0
Purchase Of Business,-7676500000.0
Net PPE Purchase And Sale,-119960900000.0
Sale Of PPE,276100000.0
Purchase Of PPE,-120237000000.0
Operating Cash Flow,411067700000.0
Taxes Refund Paid,-55581200000.0
Change In Working Capital,167203400000.0
Change In Other Current Liabilities,107574500000.0
Change In Other Current Assets,
Change In Payable,1303900000.0
Change In Inventory,18717900000.0
Change In Receivables,39607100000.0
Other Non Cash Items,16912000000.0
Provisionand Write Offof Assets,1843300000.0
Depreciation And Amortization,44286700000.0
Amortization Cash Flow,
Depreciation,44286700000.0
Gain Loss On Investment Securities,154800000.0
Net Foreign Currency Exchange Gain Loss,
Gain Loss On Sale Of PPE,154800000.0
Net Income From Continuing Operations,236162800000.0
