metric,value
Tax Effect Of Unusual Items,88965944.845962
Tax Rate For Calcs,0.336614
Total Unusual Items,264297000.0
Total Unusual Items Excluding Goodwill,264297000.0
Net Income From Continuing Operation Net Minority Interest,120893915000.0
Reconciled Depreciation,4803507000.0
Net Interest Income,221870829000.0
Interest Expense,115535370000.0
Interest Income,337406199000.0
Normalized Income,120718583944.84596
Net Income From Continuing And Discontinued Operation,120893915000.0
Diluted Average Shares,9919762480.0
Basic Average Shares,9915498735.0
Diluted EPS,12.146
Basic EPS,12.152
Diluted NI Availto Com Stockholders,120488900000.0
Net Income Common Stockholders,120488900000.0
Otherunder Preferred Stock Dividend,15000.0
Preferred Stock Dividends,405000000.0
Net Income,120893915000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,80729615000.0
Net Income Extraordinary,1575180000.0
Net Income Continuous Operations,80729615000.0
Tax Provision,40164300000.0
Pretax Income,119318735000.0
Special Income Charges,264297000.0
Other Special Charges,-264297000.0
Gain On Sale Of Security,16950291000.0
Operating Expense,294361844000.0
Other Operating Expenses,125977699000.0
Depreciation And Amortization In Income Statement,4803507000.0
Depreciation Income Statement,4803507000.0
Selling General And Administration,18596222000.0
Selling And Marketing Expense,6657543000.0
General And Administrative Expense,11938679000.0
Insurance And Claims,65421371000.0
Rent And Landing Fees,8088815000.0
Total Revenue,459723509000.0
Operating Revenue,459723509000.0
