metric,value
Treasury Shares Number,
Preferred Shares Number,
Ordinary Shares Number,9941114965.0
Share Issued,9941114965.0
Net Debt,56383109000.0
Total Debt,867510344000.0
Tangible Book Value,1565415931000.0
Invested Capital,2442403842000.0
Net Tangible Assets,1565415931000.0
Common Stock Equity,1574893498000.0
Preferred Stock Equity,
Total Capitalization,2442403842000.0
Total Equity Gross Minority Interest,1574893498000.0
Stockholders Equity,1574893498000.0
Other Equity Interest,942677000.0
Retained Earnings,900374562000.0
Additional Paid In Capital,261395762000.0
Capital Stock,9941115000.0
Common Stock,9941115000.0
Preferred Stock,
Total Liabilities Net Minority Interest,7222849872000.0
Derivative Product Liabilities,69027934000.0
Long Term Debt And Capital Lease Obligation,867510344000.0
Payables,73046883000.0
Other Payable,36395992000.0
Accounts Payable,36650891000.0
Total Assets,8797743370000.0
Investments And Advances,2908598186000.0
Investmentin Financial Assets,2883681083000.0
Available For Sale Securities,384742307000.0
Long Term Equity Investment,24917103000.0
Investments In Other Ventures Under Equity Method,175736000.0
Investmentsin Associatesat Cost,24731367000.0
Investmentsin Subsidiariesat Cost,10000000.0
Goodwill And Other Intangible Assets,9477567000.0
Goodwill,9477567000.0
Net PPE,28108003000.0
Accumulated Depreciation,-45971013000.0
Gross PPE,74079016000.0
Other Properties,62883120000.0
Properties,11195896000.0
Prepaid Assets,1725456000.0
Receivables,129637235000.0
Cash And Cash Equivalents,811127235000.0
Cash Equivalents,78832798000.0
Cash Financial,17424803000.0
Cash Cash Equivalents And Federal Funds Sold,811127235000.0
