metric,value
Treasury Shares Number,
Preferred Shares Number,1000000000.0
Ordinary Shares Number,9932782910.0
Share Issued,9932782910.0
Net Debt,48640963000.0
Total Debt,523339234000.0
Tangible Book Value,1110006453000.0
Invested Capital,1641483217000.0
Net Tangible Assets,1115006453000.0
Common Stock Equity,1118143983000.0
Preferred Stock Equity,5000000000.0
Total Capitalization,1646483217000.0
Total Equity Gross Minority Interest,1123143983000.0
Stockholders Equity,1123143983000.0
Other Equity Interest,603058000.0
Retained Earnings,635331703000.0
Additional Paid In Capital,253633988000.0
Capital Stock,14932783000.0
Common Stock,9932783000.0
Preferred Stock,5000000000.0
Total Liabilities Net Minority Interest,5081153365000.0
Derivative Product Liabilities,
Long Term Debt And Capital Lease Obligation,523339234000.0
Payables,46439390000.0
Other Payable,30880205000.0
Accounts Payable,15559185000.0
Total Assets,6204297348000.0
Investments And Advances,1953379702000.0
Investmentin Financial Assets,1938207768000.0
Available For Sale Securities,146347053000.0
Long Term Equity Investment,15171934000.0
Investments In Other Ventures Under Equity Method,651084000.0
Investmentsin Associatesat Cost,14520850000.0
Investmentsin Subsidiariesat Cost,0.0
Goodwill And Other Intangible Assets,8137530000.0
Goodwill,8137530000.0
Net PPE,22612045000.0
Accumulated Depreciation,-33220968000.0
Gross PPE,55833013000.0
Other Properties,44508544000.0
Properties,11324469000.0
Prepaid Assets,1066886000.0
Receivables,109368201000.0
Cash And Cash Equivalents,474698271000.0
Cash Equivalents,1500000000.0
Cash Financial,19020194000.0
Cash Cash Equivalents And Federal Funds Sold,474698271000.0
