metric,value
Free Cash Flow,-708810900000.0
Repayment Of Debt,-343759100000.0
Issuance Of Debt,946898100000.0
Issuance Of Capital Stock,93643800000.0
Capital Expenditure,-10377800000.0
End Cash Position,40345100000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,15507500000.0
Changes In Cash,24837600000.0
Financing Cash Flow,824150800000.0
Net Other Financing Charges,147599300000.0
Cash Dividends Paid,-18145800000.0
Common Stock Dividend Paid,-18145800000.0
Net Common Stock Issuance,93643800000.0
Common Stock Issuance,93643800000.0
Net Issuance Payments Of Debt,603139000000.0
Net Short Term Debt Issuance,220235000000.0
Short Term Debt Issuance,220235000000.0
Net Long Term Debt Issuance,382904000000.0
Long Term Debt Payments,-343759100000.0
Long Term Debt Issuance,726663100000.0
Investing Cash Flow,-100880100000.0
Interest Received Cfi,9439900000.0
Dividends Received Cfi,
Net Investment Purchase And Sale,-88216500000.0
Sale Of Investment,214334200000.0
Purchase Of Investment,-302550700000.0
Net Business Purchase And Sale,-2674700000.0
Purchase Of Business,-2674700000.0
Net Intangibles Purchase And Sale,-4341600000.0
Purchase Of Intangibles,-4341600000.0
Net PPE Purchase And Sale,-5647300000.0
Sale Of PPE,388900000.0
Purchase Of PPE,-6036200000.0
Operating Cash Flow,-698433100000.0
Taxes Refund Paid,-50979900000.0
Interest Received Cfo,467975100000.0
Interest Paid Cfo,-170440400000.0
Change In Working Capital,-895316200000.0
Change In Other Current Liabilities,1421600000.0
Change In Other Current Assets,-584600000.0
Change In Payable,7371700000.0
Change In Receivables,-4575400000.0
Other Non Cash Items,-296452100000.0
Stock Based Compensation,2682300000.0
Provisionand Write Offof Assets,46307000000.0
Depreciation And Amortization,6833200000.0
Amortization Cash Flow,2099300000.0
Depreciation,4733900000.0
Gain Loss On Investment Securities,-3082900000.0
Gain Loss On Sale Of PPE,125400000.0
Net Income From Continuing Operations,193095700000.0
