metric,value
Tax Effect Of Unusual Items,346382820.0
Tax Rate For Calcs,0.2669
Normalized EBITDA,505576600000.0
Total Unusual Items,1297800000.0
Total Unusual Items Excluding Goodwill,1297800000.0
Net Income From Continuing Operation Net Minority Interest,317632300000.0
Reconciled Depreciation,68667500000.0
Reconciled Cost Of Revenue,229505400000.0
EBITDA,506874400000.0
EBIT,438206900000.0
Net Interest Income,23954500000.0
Interest Expense,5460900000.0
Interest Income,30690900000.0
Normalized Income,316680882820.0
Net Income From Continuing And Discontinued Operation,317632300000.0
Total Expenses,897526900000.0
Rent Expense Supplemental,177592500000.0
Diluted Average Shares,6162728327.0
Basic Average Shares,6162728327.0
Diluted EPS,51.54
Basic EPS,51.54
Diluted NI Availto Com Stockholders,317632300000.0
Net Income Common Stockholders,317632300000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,317632300000.0
Minority Interests,402500000.0
Net Income Including Noncontrolling Interests,317229800000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,317229800000.0
Tax Provision,115516200000.0
Pretax Income,432746000000.0
Other Non Operating Income Expenses,30857200000.0
Special Income Charges,-1644700000.0
Other Special Charges,-281300000.0
Write Off,1926000000.0
Net Non Operating Interest Income Expense,23954500000.0
Total Other Finance Cost,1275500000.0
Interest Expense Non Operating,5460900000.0
Interest Income Non Operating,30690900000.0
Operating Income,376763400000.0
Operating Expense,668021500000.0
Other Operating Expenses,136180700000.0
Research And Development,1316600000.0
Selling General And Administration,3282400000.0
Selling And Marketing Expense,683600000.0
General And Administrative Expense,2598800000.0
Rent And Landing Fees,177592500000.0
Gross Profit,1044784900000.0
Cost Of Revenue,229505400000.0
Total Revenue,1274290300000.0
Operating Revenue,1274290300000.0
