metric,value
Tax Effect Of Unusual Items,-30533878.155239
Tax Rate For Calcs,0.264134
Normalized EBITDA,285980000000.0
Total Unusual Items,-115600000.0
Total Unusual Items Excluding Goodwill,-115600000.0
Net Income From Continuing Operation Net Minority Interest,173581000000.0
Reconciled Depreciation,44286700000.0
Reconciled Cost Of Revenue,189226900000.0
EBITDA,285864400000.0
EBIT,241577700000.0
Net Interest Income,-5414900000.0
Interest Expense,5414900000.0
Interest Income,16334900000.0
Normalized Income,173666066121.84476
Net Income From Continuing And Discontinued Operation,173581000000.0
Total Expenses,765052000000.0
Rent Expense Supplemental,141186800000.0
Diluted Average Shares,6161909833.0
Basic Average Shares,6161909833.0
Diluted EPS,28.17
Basic EPS,28.17
Diluted NI Availto Com Stockholders,173581000000.0
Net Income Common Stockholders,173581000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,173581000000.0
Minority Interests,-203200000.0
Net Income Including Noncontrolling Interests,173784200000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,173784200000.0
Tax Provision,62378600000.0
Pretax Income,236162800000.0
Other Non Operating Income Expenses,1205500000.0
Special Income Charges,-115600000.0
Other Special Charges,154800000.0
Write Off,115600000.0
Net Non Operating Interest Income Expense,-5414900000.0
Total Other Finance Cost,311800000.0
Interest Expense Non Operating,5414900000.0
Interest Income Non Operating,16334900000.0
Operating Income,240573700000.0
Operating Expense,575825100000.0
Other Operating Expenses,262621500000.0
Research And Development,318200000.0
Selling General And Administration,2494500000.0
Selling And Marketing Expense,552100000.0
General And Administrative Expense,1942400000.0
Rent And Landing Fees,141186800000.0
Gross Profit,816398800000.0
Cost Of Revenue,189226900000.0
Total Revenue,1005625700000.0
Operating Revenue,1005625700000.0
