metric,value
Tax Effect Of Unusual Items,414150000.0
Tax Rate For Calcs,0.251
Normalized EBITDA,255280000000.0
Total Unusual Items,1650000000.0
Total Unusual Items Excluding Goodwill,1650000000.0
Net Income From Continuing Operation Net Minority Interest,157020000000.0
Reconciled Depreciation,41730000000.0
Reconciled Cost Of Revenue,649650000000.0
EBITDA,256930000000.0
EBIT,215200000000.0
Net Interest Income,7200000000.0
Interest Expense,5530000000.0
Interest Income,12730000000.0
Normalized Income,155784150000.0
Net Income From Continuing And Discontinued Operation,157020000000.0
Total Expenses,753080000000.0
Rent Expense Supplemental,680000000.0
Diluted Average Shares,2713865535.0
Basic Average Shares,2707840239.0
Diluted EPS,57.86
Basic EPS,57.99
Diluted NI Availto Com Stockholders,157020000000.0
Net Income Common Stockholders,157020000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,157020000000.0
Minority Interests,-80000000.0
Net Income Including Noncontrolling Interests,157100000000.0
Net Income Continuous Operations,157100000000.0
Tax Provision,52570000000.0
Pretax Income,209670000000.0
Other Non Operating Income Expenses,-145250000000.0
Special Income Charges,40000000.0
Other Special Charges,-40000000.0
Net Non Operating Interest Income Expense,7200000000.0
Total Other Finance Cost,
Interest Expense Non Operating,5530000000.0
Interest Income Non Operating,12730000000.0
Operating Income,346050000000.0
Operating Expense,103430000000.0
Other Operating Expenses,41840000000.0
Depreciation And Amortization In Income Statement,41730000000.0
Depreciation Income Statement,41730000000.0
Research And Development,
Selling General And Administration,13090000000.0
General And Administrative Expense,13090000000.0
Rent And Landing Fees,680000000.0
Gross Profit,449480000000.0
Cost Of Revenue,649650000000.0
Total Revenue,1099130000000.0
Operating Revenue,1099130000000.0
