metric,value
Tax Effect Of Unusual Items,1048080000.0
Tax Rate For Calcs,0.2382
Normalized EBITDA,235460000000.0
Total Unusual Items,4400000000.0
Total Unusual Items Excluding Goodwill,4400000000.0
Net Income From Continuing Operation Net Minority Interest,148510000000.0
Reconciled Depreciation,41450000000.0
Reconciled Cost Of Revenue,583220000000.0
EBITDA,239860000000.0
EBIT,198410000000.0
Net Interest Income,4160000000.0
Interest Expense,3530000000.0
Interest Income,7690000000.0
Normalized Income,145158080000.0
Net Income From Continuing And Discontinued Operation,148510000000.0
Total Expenses,680230000000.0
Rent Expense Supplemental,670000000.0
Diluted Average Shares,2710699199.0
Basic Average Shares,2707383472.0
Diluted EPS,54.79
Basic EPS,54.85
Diluted NI Availto Com Stockholders,148510000000.0
Net Income Common Stockholders,148510000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,148510000000.0
Minority Interests,60000000.0
Net Income Including Noncontrolling Interests,148450000000.0
Net Income Continuous Operations,148450000000.0
Tax Provision,46430000000.0
Pretax Income,194880000000.0
Other Non Operating Income Expenses,-148900000000.0
Special Income Charges,3320000000.0
Other Special Charges,-3320000000.0
Net Non Operating Interest Income Expense,4160000000.0
Total Other Finance Cost,
Interest Expense Non Operating,3530000000.0
Interest Income Non Operating,7690000000.0
Operating Income,334330000000.0
Operating Expense,97010000000.0
Other Operating Expenses,37790000000.0
Depreciation And Amortization In Income Statement,41450000000.0
Depreciation Income Statement,41450000000.0
Research And Development,
Selling General And Administration,11580000000.0
General And Administrative Expense,11580000000.0
Rent And Landing Fees,670000000.0
Gross Profit,431340000000.0
Cost Of Revenue,583220000000.0
Total Revenue,1014560000000.0
Operating Revenue,1014560000000.0
