metric,value
Tax Effect Of Unusual Items,1955520000.0
Tax Rate For Calcs,0.252
Normalized EBITDA,272130000000.0
Total Unusual Items,7760000000.0
Total Unusual Items Excluding Goodwill,7760000000.0
Net Income From Continuing Operation Net Minority Interest,173900000000.0
Reconciled Depreciation,40840000000.0
Reconciled Cost Of Revenue,698340000000.0
EBITDA,279890000000.0
EBIT,239050000000.0
Net Interest Income,9230000000.0
Interest Expense,6440000000.0
Interest Income,15670000000.0
Normalized Income,168095520000.0
Net Income From Continuing And Discontinued Operation,173900000000.0
Total Expenses,804730000000.0
Rent Expense Supplemental,980000000.0
Diluted Average Shares,2713371821.0
Basic Average Shares,2710595926.0
Diluted EPS,64.09
Basic EPS,64.16
Diluted NI Availto Com Stockholders,173900000000.0
Net Income Common Stockholders,173900000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,173900000000.0
Minority Interests,-90000000.0
Net Income Including Noncontrolling Interests,173990000000.0
Net Income Continuous Operations,173990000000.0
Tax Provision,58620000000.0
Pretax Income,232610000000.0
Other Non Operating Income Expenses,-151090000000.0
Special Income Charges,5840000000.0
Other Special Charges,-5840000000.0
Net Non Operating Interest Income Expense,9230000000.0
Total Other Finance Cost,
Interest Expense Non Operating,6440000000.0
Interest Income Non Operating,15670000000.0
Operating Income,365820000000.0
Operating Expense,106390000000.0
Other Operating Expenses,44690000000.0
Depreciation And Amortization In Income Statement,40840000000.0
Depreciation Income Statement,40840000000.0
Research And Development,
Selling General And Administration,14200000000.0
General And Administrative Expense,14200000000.0
Rent And Landing Fees,980000000.0
Gross Profit,472210000000.0
Cost Of Revenue,698340000000.0
Total Revenue,1170550000000.0
Operating Revenue,1170550000000.0
