metric,value
Tax Effect Of Unusual Items,3339140000.0
Tax Rate For Calcs,0.238
Normalized EBITDA,1798710000000.0
Total Unusual Items,14030000000.0
Total Unusual Items Excluding Goodwill,14030000000.0
Net Income From Continuing Operation Net Minority Interest,696480000000.0
Reconciled Depreciation,531360000000.0
Reconciled Cost Of Revenue,7226870000000.0
EBITDA,1812740000000.0
EBIT,1281380000000.0
Net Interest Income,-100010000000.0
Interest Expense,221210000000.0
Interest Income,124100000000.0
Normalized Income,685789140000.0
Net Income From Continuing And Discontinued Operation,696480000000.0
Total Expenses,8522310000000.0
Rent Expense Supplemental,27790000000.0
Diluted Average Shares,13532410577.0
Basic Average Shares,13532092187.0
Diluted EPS,51.47
Basic EPS,51.47
Diluted NI Availto Com Stockholders,696480000000.0
Net Income Common Stockholders,696480000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,696480000000.0
Minority Interests,-116610000000.0
Net Income Including Noncontrolling Interests,813090000000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,813090000000.0
Tax Provision,252300000000.0
Pretax Income,1060170000000.0
Other Non Operating Income Expenses,35070000000.0
Special Income Charges,-1540000000.0
Other Special Charges,1540000000.0
Write Off,
Net Non Operating Interest Income Expense,-100010000000.0
Total Other Finance Cost,2900000000.0
Interest Expense Non Operating,221210000000.0
Interest Income Non Operating,124100000000.0
Operating Income,1124620000000.0
Operating Expense,1295440000000.0
Other Operating Expenses,631920000000.0
Selling General And Administration,380260000000.0
Selling And Marketing Expense,216010000000.0
General And Administrative Expense,164250000000.0
Rent And Landing Fees,26230000000.0
Gross Profit,2420060000000.0
Cost Of Revenue,7226870000000.0
Total Revenue,9646930000000.0
Operating Revenue,9646930000000.0
