metric,value
Tax Effect Of Unusual Items,953652540.0
Tax Rate For Calcs,0.1511
Normalized EBITDA,194640900000.0
Total Unusual Items,6311400000.0
Total Unusual Items Excluding Goodwill,6311400000.0
Net Income From Continuing Operation Net Minority Interest,110923100000.0
Reconciled Depreciation,43789300000.0
Reconciled Cost Of Revenue,120909500000.0
EBITDA,200952300000.0
EBIT,157163000000.0
Net Interest Income,-20971400000.0
Interest Expense,26866800000.0
Interest Income,6879800000.0
Normalized Income,105565352540.0
Net Income From Continuing And Discontinued Operation,110923100000.0
Total Expenses,163569600000.0
Rent Expense Supplemental,1333000000.0
Diluted Average Shares,2160138945.0
Basic Average Shares,2160138945.0
Diluted EPS,51.35
Basic EPS,51.35
Diluted NI Availto Com Stockholders,110923100000.0
Net Income Common Stockholders,110923100000.0
Otherunder Preferred Stock Dividend,0.0
Preferred Stock Dividends,0.0
Net Income,110923100000.0
Minority Interests,310500000.0
Net Income Including Noncontrolling Interests,110612600000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,110612600000.0
Tax Provision,19683600000.0
Pretax Income,130296200000.0
Other Non Operating Income Expenses,2646700000.0
Special Income Charges,3621700000.0
Other Special Charges,-4662000000.0
Write Off,
Restructuring And Mergern Acquisition,1040300000.0
Net Non Operating Interest Income Expense,-20971400000.0
Total Other Finance Cost,984400000.0
Interest Expense Non Operating,26866800000.0
Interest Income Non Operating,6879800000.0
Operating Income,141183700000.0
Operating Expense,42660100000.0
Other Operating Expenses,25125800000.0
Selling General And Administration,16138200000.0
Selling And Marketing Expense,9642600000.0
General And Administrative Expense,6495600000.0
Gross Profit,183843800000.0
Cost Of Revenue,120909500000.0
Total Revenue,304753300000.0
Operating Revenue,304753300000.0
