company_name,symbol,stock_file_stem,yahoo_symbol,stock_rows,financial_files_written,empty_statements
Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,ADANIPORTS,ADANIPORTS.NS,988,12,
