metric,value
Free Cash Flow,91773600000.0
Repayment Of Debt,-67739400000.0
Issuance Of Debt,39133400000.0
Issuance Of Capital Stock,
Capital Expenditure,-80489200000.0
End Cash Position,34063200000.0
Other Cash Adjustment Outside Changein Cash,13071000000.0
Beginning Cash Position,15757300000.0
Changes In Cash,5234900000.0
Other Cash Adjustment Inside Changein Cash,-2600000.0
Financing Cash Flow,-69155200000.0
Net Other Financing Charges,1415600000.0
Interest Paid Cff,-25785000000.0
Cash Dividends Paid,-13362800000.0
Common Stock Dividend Paid,
Net Common Stock Issuance,
Common Stock Issuance,
Net Issuance Payments Of Debt,-28606000000.0
Net Short Term Debt Issuance,-504600000.0
Short Term Debt Payments,-504600000.0
Short Term Debt Issuance,
Net Long Term Debt Issuance,-28101400000.0
Long Term Debt Payments,-67234800000.0
Long Term Debt Issuance,39133400000.0
Investing Cash Flow,-97872700000.0
Net Other Investing Changes,24953200000.0
Interest Received Cfi,6105300000.0
Dividends Received Cfi,2557600000.0
Net Investment Purchase And Sale,-713700000.0
Sale Of Investment,27613200000.0
Purchase Of Investment,-713700000.0
Net Business Purchase And Sale,-51513700000.0
Sale Of Business,2485400000.0
Purchase Of Business,-53999100000.0
Net PPE Purchase And Sale,-79982000000.0
Sale Of PPE,507200000.0
Purchase Of PPE,-80489200000.0
Operating Cash Flow,172262800000.0
Taxes Refund Paid,-14650400000.0
Change In Working Capital,-3704600000.0
Change In Other Current Liabilities,6368800000.0
Change In Other Current Assets,-8541600000.0
Change In Payable,878900000.0
Change In Inventory,-373500000.0
Change In Receivables,-4509900000.0
Other Non Cash Items,21993200000.0
Provisionand Write Offof Assets,
Depreciation And Amortization,43789300000.0
Depreciation,43789300000.0
Gain Loss On Investment Securities,-5208400000.0
Net Foreign Currency Exchange Gain Loss,7193300000.0
Gain Loss On Sale Of PPE,-83600000.0
Gain Loss On Sale Of Business,-6032700000.0
Net Income From Continuing Operations,130296200000.0
