metric,value
Tax Effect Of Unusual Items,1306278709.403524
Tax Rate For Calcs,0.247683
Normalized EBITDA,72731000000.0
Total Unusual Items,5547000000.0
Total Unusual Items Excluding Goodwill,5274000000.0
Net Income From Continuing Operation Net Minority Interest,42515000000.0
Reconciled Depreciation,18529000000.0
Reconciled Cost Of Revenue,388201000000.0
EBITDA,78278000000.0
EBIT,59749000000.0
Net Interest Income,-1251000000.0
Interest Expense,3217000000.0
Interest Income,1966000000.0
Normalized Income,38820278709.40353
Net Income From Continuing And Discontinued Operation,42515000000.0
Total Expenses,478208000000.0
Rent Expense Supplemental,3112000000.0
Diluted Average Shares,887464752.0
Basic Average Shares,885640680.0
Diluted EPS,47.91
Basic EPS,48.0
Diluted NI Availto Com Stockholders,42515000000.0
Net Income Common Stockholders,42515000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,42515000000.0
Minority Interests,-15000000.0
Net Income Including Noncontrolling Interests,42530000000.0
Net Income Continuous Operations,42530000000.0
Tax Provision,14002000000.0
Pretax Income,56532000000.0
Other Non Operating Income Expenses,3111000000.0
Special Income Charges,3970000000.0
Other Special Charges,-4536000000.0
Write Off,293000000.0
Net Non Operating Interest Income Expense,-1251000000.0
Total Other Finance Cost,2562000000.0
Interest Expense Non Operating,3217000000.0
Interest Income Non Operating,1966000000.0
Operating Income,51675000000.0
Operating Expense,90007000000.0
Other Operating Expenses,26690000000.0
Depreciation And Amortization In Income Statement,18529000000.0
Amortization,7199000000.0
Depreciation Income Statement,11330000000.0
Selling General And Administration,20632000000.0
Selling And Marketing Expense,3124000000.0
General And Administrative Expense,17508000000.0
Rent And Landing Fees,3112000000.0
Gross Profit,141682000000.0
Cost Of Revenue,388201000000.0
Total Revenue,529883000000.0
Operating Revenue,529883000000.0
