metric,value
Tax Effect Of Unusual Items,-948660000.0
Tax Rate For Calcs,0.3
Normalized EBITDA,264964300000.0
Total Unusual Items,-3162200000.0
Total Unusual Items Excluding Goodwill,-3162200000.0
Net Income From Continuing Operation Net Minority Interest,34205100000.0
Reconciled Depreciation,104263900000.0
Reconciled Cost Of Revenue,1230988700000.0
EBITDA,261802100000.0
EBIT,157538200000.0
Net Interest Income,-65464000000.0
Interest Expense,73409500000.0
Interest Income,7945500000.0
Normalized Income,36418640000.0
Net Income From Continuing And Discontinued Operation,34205100000.0
Total Expenses,2023827600000.0
Rent Expense Supplemental,34619000000.0
Diluted Average Shares,12475365337.0
Basic Average Shares,12471847611.0
Diluted EPS,2.74
Basic EPS,2.74
Diluted NI Availto Com Stockholders,34205100000.0
Net Income Common Stockholders,34205100000.0
Otherunder Preferred Stock Dividend,0.0
Preferred Stock Dividends,
Net Income,34205100000.0
Minority Interests,2467300000.0
Net Income Including Noncontrolling Interests,31737800000.0
Net Income Continuous Operations,31737800000.0
Tax Provision,52390900000.0
Pretax Income,84128700000.0
Other Non Operating Income Expenses,1361600000.0
Special Income Charges,-6286600000.0
Other Special Charges,-1244700000.0
Write Off,1191800000.0
Impairment Of Capital Assets,
Restructuring And Mergern Acquisition,6339500000.0
Net Non Operating Interest Income Expense,-65464000000.0
Interest Expense Non Operating,73409500000.0
Interest Income Non Operating,7945500000.0
Operating Income,144575900000.0
Operating Expense,792838900000.0
Other Operating Expenses,278865800000.0
Depreciation And Amortization In Income Statement,104263900000.0
Depreciation Income Statement,104263900000.0
Selling General And Administration,143272500000.0
Selling And Marketing Expense,136463400000.0
General And Administrative Expense,6809100000.0
Rent And Landing Fees,34619000000.0
Gross Profit,937414800000.0
Cost Of Revenue,1230988700000.0
Total Revenue,2168403500000.0
Operating Revenue,2168403500000.0
