metric,value
Tax Effect Of Unusual Items,60730560.0
Tax Rate For Calcs,0.2673
Normalized EBITDA,33533500000.0
Total Unusual Items,227200000.0
Total Unusual Items Excluding Goodwill,227200000.0
Net Income From Continuing Operation Net Minority Interest,21398100000.0
Reconciled Depreciation,3004600000.0
Reconciled Cost Of Revenue,95481200000.0
EBITDA,33760700000.0
EBIT,30756100000.0
Net Interest Income,147500000.0
Interest Expense,1621400000.0
Interest Income,1787500000.0
Normalized Income,21231630560.0
Net Income From Continuing And Discontinued Operation,21398100000.0
Total Expenses,136768300000.0
Rent Expense Supplemental,887500000.0
Diluted Average Shares,240868296.0
Basic Average Shares,240868296.0
Diluted EPS,88.84
Basic EPS,88.84
Diluted NI Availto Com Stockholders,21398100000.0
Net Income Common Stockholders,21398100000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,21398100000.0
Minority Interests,55900000.0
Net Income Including Noncontrolling Interests,21342200000.0
Net Income Continuous Operations,21342200000.0
Tax Provision,7792500000.0
Pretax Income,29134700000.0
Other Non Operating Income Expenses,79300000.0
Special Income Charges,-24500000.0
Other Special Charges,24500000.0
Write Off,0.0
Restructuring And Mergern Acquisition,
Net Non Operating Interest Income Expense,147500000.0
Total Other Finance Cost,18600000.0
Interest Expense Non Operating,1621400000.0
Interest Income Non Operating,1787500000.0
Operating Income,28693800000.0
Operating Expense,41287100000.0
Other Operating Expenses,18254800000.0
Depreciation And Amortization In Income Statement,3004600000.0
Amortization,38600000.0
Depreciation Income Statement,2966000000.0
Selling General And Administration,14283800000.0
Selling And Marketing Expense,14054700000.0
General And Administrative Expense,229100000.0
Rent And Landing Fees,887500000.0
Gross Profit,69980900000.0
Cost Of Revenue,95481200000.0
Total Revenue,165462100000.0
Operating Revenue,165462100000.0
