metric,value
Tax Effect Of Unusual Items,78149280.0
Tax Rate For Calcs,0.2706
Normalized EBITDA,23917000000.0
Total Unusual Items,288800000.0
Total Unusual Items Excluding Goodwill,288800000.0
Net Income From Continuing Operation Net Minority Interest,15248200000.0
Reconciled Depreciation,2005400000.0
Reconciled Cost Of Revenue,88002900000.0
EBITDA,24205800000.0
EBIT,22200400000.0
Net Interest Income,403100000.0
Interest Expense,1417100000.0
Interest Income,1846000000.0
Normalized Income,15037549280.0
Net Income From Continuing And Discontinued Operation,15248200000.0
Total Expenses,119437000000.0
Rent Expense Supplemental,758000000.0
Diluted Average Shares,240868296.0
Basic Average Shares,240868296.0
Diluted EPS,63.31
Basic EPS,63.31
Diluted NI Availto Com Stockholders,15248200000.0
Net Income Common Stockholders,15248200000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,15248200000.0
Minority Interests,88400000.0
Net Income Including Noncontrolling Interests,15159800000.0
Net Income Continuous Operations,15159800000.0
Tax Provision,5623500000.0
Pretax Income,20783300000.0
Other Non Operating Income Expenses,50600000.0
Special Income Charges,-300000.0
Other Special Charges,300000.0
Write Off,0.0
Restructuring And Mergern Acquisition,9800000.0
Net Non Operating Interest Income Expense,403100000.0
Total Other Finance Cost,25800000.0
Interest Expense Non Operating,1417100000.0
Interest Income Non Operating,1846000000.0
Operating Income,20009700000.0
Operating Expense,31434100000.0
Other Operating Expenses,14115900000.0
Depreciation And Amortization In Income Statement,2005400000.0
Amortization,
Depreciation Income Statement,2005400000.0
Selling General And Administration,11048100000.0
Selling And Marketing Expense,10939700000.0
General And Administrative Expense,108400000.0
Rent And Landing Fees,758000000.0
Gross Profit,51443800000.0
Cost Of Revenue,88002900000.0
Total Revenue,139446700000.0
Operating Revenue,139446700000.0
