metric,value
Tax Effect Of Unusual Items,-438087760.0
Tax Rate For Calcs,0.1336
Normalized EBITDA,116742500000.0
Total Unusual Items,-3279100000.0
Total Unusual Items Excluding Goodwill,-3279100000.0
Net Income From Continuing Operation Net Minority Interest,48860300000.0
Reconciled Depreciation,30993000000.0
Reconciled Cost Of Revenue,70694000000.0
EBITDA,113463400000.0
EBIT,82470400000.0
Net Interest Income,-6231300000.0
Interest Expense,25299000000.0
Interest Income,19407200000.0
Normalized Income,51701312240.0
Net Income From Continuing And Discontinued Operation,48860300000.0
Total Expenses,95332100000.0
Rent Expense Supplemental,181600000.0
Diluted Average Shares,2159645794.0
Basic Average Shares,2159645794.0
Diluted EPS,22.62
Basic EPS,22.62
Diluted NI Availto Com Stockholders,48860300000.0
Net Income Common Stockholders,48860300000.0
Otherunder Preferred Stock Dividend,0.0
Preferred Stock Dividends,0.0
Net Income,48860300000.0
Minority Interests,-671500000.0
Net Income Including Noncontrolling Interests,49531800000.0
Net Income Extraordinary,
Net Income Continuous Operations,49531800000.0
Tax Provision,7639600000.0
Pretax Income,57171400000.0
Other Non Operating Income Expenses,729800000.0
Special Income Charges,-3490100000.0
Other Special Charges,3490100000.0
Write Off,18300000.0
Restructuring And Mergern Acquisition,
Net Non Operating Interest Income Expense,-6231300000.0
Total Other Finance Cost,339500000.0
Interest Expense Non Operating,25299000000.0
Interest Income Non Operating,19407200000.0
Operating Income,74458700000.0
Operating Expense,24638100000.0
Other Operating Expenses,22912400000.0
Selling General And Administration,3927200000.0
Selling And Marketing Expense,253000000.0
General And Administrative Expense,3674200000.0
Gross Profit,99096800000.0
Cost Of Revenue,70694000000.0
Total Revenue,169790800000.0
Operating Revenue,169790800000.0
