metric,value
Free Cash Flow,66064400000.0
Repayment Of Debt,-22931000000.0
Issuance Of Debt,72443100000.0
Issuance Of Capital Stock,8000000000.0
Capital Expenditure,-38137000000.0
End Cash Position,86760500000.0
Other Cash Adjustment Outside Changein Cash,-338600000.0
Beginning Cash Position,43348100000.0
Changes In Cash,43751000000.0
Other Cash Adjustment Inside Changein Cash,-1774500000.0
Financing Cash Flow,-5857700000.0
Net Other Financing Charges,-52745000000.0
Interest Paid Cff,-25505100000.0
Cash Dividends Paid,-10266500000.0
Common Stock Dividend Paid,
Net Common Stock Issuance,8000000000.0
Common Stock Issuance,8000000000.0
Net Issuance Payments Of Debt,75275900000.0
Net Short Term Debt Issuance,25763800000.0
Short Term Debt Payments,
Short Term Debt Issuance,
Net Long Term Debt Issuance,49512100000.0
Long Term Debt Payments,-22931000000.0
Long Term Debt Issuance,72443100000.0
Investing Cash Flow,-52818200000.0
Net Other Investing Changes,7722200000.0
Interest Received Cfi,18193100000.0
Dividends Received Cfi,40100000.0
Net Investment Purchase And Sale,-39483300000.0
Sale Of Investment,2881600000.0
Purchase Of Investment,-42364900000.0
Net Business Purchase And Sale,-5393000000.0
Sale Of Business,1162700000.0
Purchase Of Business,-6555700000.0
Net PPE Purchase And Sale,-38007900000.0
Sale Of PPE,129100000.0
Purchase Of PPE,-38137000000.0
Operating Cash Flow,104201400000.0
Taxes Refund Paid,-9597200000.0
Change In Working Capital,7583900000.0
Change In Other Current Liabilities,-3240500000.0
Change In Other Current Assets,1266200000.0
Change In Payable,1097400000.0
Change In Inventory,6054300000.0
Change In Receivables,2301800000.0
Other Non Cash Items,5245300000.0
Provisionand Write Offof Assets,0.0
Depreciation And Amortization,30993000000.0
Depreciation,30993000000.0
Gain Loss On Investment Securities,-125800000.0
Net Foreign Currency Exchange Gain Loss,9179100000.0
Gain Loss On Sale Of PPE,35200000.0
Gain Loss On Sale Of Business,-592300000.0
Net Income From Continuing Operations,57171400000.0
