metric,value
Tax Effect Of Unusual Items,-6278071510.0
Tax Rate For Calcs,0.2521
Normalized EBITDA,261612200000.0
Total Unusual Items,-24903100000.0
Total Unusual Items Excluding Goodwill,-24903100000.0
Net Income From Continuing Operation Net Minority Interest,104707200000.0
Reconciled Depreciation,33842000000.0
Reconciled Cost Of Revenue,1166152700000.0
EBITDA,236709100000.0
EBIT,202867100000.0
Net Interest Income,-15724400000.0
Interest Expense,31776800000.0
Interest Income,18174700000.0
Normalized Income,123332228490.0
Net Income From Continuing And Discontinued Operation,104707200000.0
Total Expenses,1621599400000.0
Rent Expense Supplemental,42391900000.0
Diluted Average Shares,1406439151.0
Basic Average Shares,1405258885.0
Diluted EPS,74.45
Basic EPS,74.51
Diluted NI Availto Com Stockholders,104707200000.0
Net Income Common Stockholders,104707200000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,104707200000.0
Minority Interests,-20599000000.0
Net Income Including Noncontrolling Interests,125306200000.0
Net Income Extraordinary,-942500000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,125306200000.0
Tax Provision,44841600000.0
Pretax Income,171090300000.0
Other Non Operating Income Expenses,10045500000.0
Special Income Charges,-25367400000.0
Other Special Charges,-1973600000.0
Write Off,27287400000.0
Impairment Of Capital Assets,53600000.0
Net Non Operating Interest Income Expense,-15724400000.0
Total Other Finance Cost,2122300000.0
Interest Expense Non Operating,31776800000.0
Interest Income Non Operating,18174700000.0
Operating Income,195014800000.0
Operating Expense,455446700000.0
Other Operating Expenses,13359400000.0
Depreciation And Amortization In Income Statement,33842000000.0
Amortization,9921000000.0
Depreciation Income Statement,23921000000.0
Selling General And Administration,46380100000.0
Selling And Marketing Expense,3928800000.0
General And Administrative Expense,42451300000.0
Rent And Landing Fees,3230600000.0
Gross Profit,650461500000.0
Cost Of Revenue,1166152700000.0
Total Revenue,1816614200000.0
Operating Revenue,1816614200000.0
