metric,value
Free Cash Flow,160529500000.0
Repurchase Of Capital Stock,
Repayment Of Debt,-358064400000.0
Issuance Of Debt,273932600000.0
Issuance Of Capital Stock,109700000.0
Capital Expenditure,-31106300000.0
End Cash Position,137702400000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,133735200000.0
Effect Of Exchange Rate Changes,823000000.0
Changes In Cash,3144200000.0
Financing Cash Flow,-151814800000.0
Net Other Financing Charges,-8757700000.0
Interest Paid Cff,-29679200000.0
Cash Dividends Paid,-25283800000.0
Common Stock Dividend Paid,-25283800000.0
Net Common Stock Issuance,109700000.0
Common Stock Payments,
Common Stock Issuance,109700000.0
Net Issuance Payments Of Debt,-84131800000.0
Net Long Term Debt Issuance,-84131800000.0
Long Term Debt Payments,-358064400000.0
Long Term Debt Issuance,273932600000.0
Investing Cash Flow,-36676800000.0
Net Other Investing Changes,-28439200000.0
Interest Received Cfi,9685500000.0
Dividends Received Cfi,1609500000.0
Net Investment Purchase And Sale,3068600000.0
Sale Of Investment,24631000000.0
Purchase Of Investment,-21562400000.0
Net Business Purchase And Sale,9277900000.0
Sale Of Business,10156400000.0
Purchase Of Business,-878500000.0
Net PPE Purchase And Sale,-30398800000.0
Sale Of PPE,707500000.0
Purchase Of PPE,-31106300000.0
Operating Cash Flow,191635800000.0
Taxes Refund Paid,-45394500000.0
Change In Working Capital,47566300000.0
Change In Payable,96780300000.0
Change In Inventory,-743300000.0
Change In Receivables,-48470700000.0
Other Non Cash Items,20014700000.0
Stock Based Compensation,1353100000.0
Depreciation And Amortization,29380300000.0
Amortization Cash Flow,9085900000.0
Depreciation,20294400000.0
Gain Loss On Investment Securities,-4442600000.0
Net Foreign Currency Exchange Gain Loss,-848700000.0
Gain Loss On Sale Of PPE,-176000000.0
Gain Loss On Sale Of Business,-16500000.0
Net Income From Continuing Operations,143980400000.0
