metric,value
Tax Effect Of Unusual Items,-6598284630.0
Tax Rate For Calcs,0.2499
Normalized EBITDA,336482200000.0
Total Unusual Items,-26403700000.0
Total Unusual Items Excluding Goodwill,-26403700000.0
Net Income From Continuing Operation Net Minority Interest,150371100000.0
Reconciled Depreciation,40982200000.0
Reconciled Cost Of Revenue,1711688900000.0
EBITDA,310078500000.0
EBIT,269096300000.0
Net Interest Income,-11821500000.0
Interest Expense,33308400000.0
Interest Income,24713100000.0
Normalized Income,170176515370.0
Net Income From Continuing And Discontinued Operation,150371100000.0
Total Expenses,2276962600000.0
Rent Expense Supplemental,74599800000.0
Diluted Average Shares,1376040006.0
Basic Average Shares,1374993122.0
Diluted EPS,109.28
Basic EPS,109.36
Diluted NI Availto Com Stockholders,150371100000.0
Net Income Common Stockholders,150371100000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,150371100000.0
Minority Interests,-26362200000.0
Net Income Including Noncontrolling Interests,176733300000.0
Net Income Extraordinary,
Net Income Discontinuous Operations,
Net Income Continuous Operations,176733300000.0
Tax Provision,58914000000.0
Pretax Income,235787900000.0
Other Non Operating Income Expenses,5088600000.0
Special Income Charges,-40194100000.0
Other Special Charges,9154100000.0
Write Off,30810400000.0
Impairment Of Capital Assets,229600000.0
Net Non Operating Interest Income Expense,-11821500000.0
Total Other Finance Cost,3226200000.0
Interest Expense Non Operating,33308400000.0
Interest Income Non Operating,24713100000.0
Operating Income,265123900000.0
Operating Expense,565273700000.0
Other Operating Expenses,4236200000.0
Depreciation And Amortization In Income Statement,40982200000.0
Amortization,9242400000.0
Depreciation Income Statement,31739800000.0
Selling General And Administration,60600900000.0
Selling And Marketing Expense,4679500000.0
General And Administrative Expense,55921400000.0
Rent And Landing Fees,3303700000.0
Gross Profit,830397600000.0
Cost Of Revenue,1711688900000.0
Total Revenue,2542086500000.0
Operating Revenue,2542086500000.0
