metric,value
Free Cash Flow,136163300000.0
Repayment Of Debt,-15700000.0
Issuance Of Debt,80000000.0
Issuance Of Capital Stock,14428300000.0
Capital Expenditure,-35625300000.0
End Cash Position,5965800000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,4059100000.0
Changes In Cash,1906700000.0
Financing Cash Flow,-185509600000.0
Net Other Financing Charges,121200000.0
Interest Paid Cff,-462500000.0
Cash Dividends Paid,-198992000000.0
Common Stock Dividend Paid,-198992000000.0
Net Common Stock Issuance,14428300000.0
Common Stock Issuance,14428300000.0
Net Issuance Payments Of Debt,64300000.0
Net Short Term Debt Issuance,80000000.0
Short Term Debt Payments,0.0
Short Term Debt Issuance,80000000.0
Net Long Term Debt Issuance,-15700000.0
Long Term Debt Payments,-15700000.0
Investing Cash Flow,15627700000.0
Net Other Investing Changes,
Interest Received Cfi,11383500000.0
Dividends Received Cfi,356500000.0
Net Investment Purchase And Sale,39101200000.0
Sale Of Investment,836295100000.0
Purchase Of Investment,-797193900000.0
Net Business Purchase And Sale,-650400000.0
Sale Of Business,0.0
Purchase Of Business,-650400000.0
Net PPE Purchase And Sale,-34550500000.0
Sale Of PPE,1074800000.0
Purchase Of PPE,-35625300000.0
Operating Cash Flow,171788600000.0
Taxes Refund Paid,-61195600000.0
Change In Working Capital,-33370300000.0
Change In Payable,1414800000.0
Change In Inventory,-25448700000.0
Change In Receivables,-9336400000.0
Other Non Cash Items,-16645500000.0
Stock Based Compensation,1073000000.0
Provisionand Write Offof Assets,246100000.0
Depreciation And Amortization,18163900000.0
Depreciation,18163900000.0
Gain Loss On Investment Securities,-8513000000.0
Net Foreign Currency Exchange Gain Loss,-133800000.0
Gain Loss On Sale Of PPE,-570400000.0
Gain Loss On Sale Of Business,-98400000.0
Net Income From Continuing Operations,271398800000.0
