metric,value
Tax Effect Of Unusual Items,3919982995.152421
Tax Rate For Calcs,0.208321
Normalized EBITDA,136548000000.0
Total Unusual Items,18817000000.0
Total Unusual Items Excluding Goodwill,18817000000.0
Net Income From Continuing Operation Net Minority Interest,82637000000.0
Reconciled Depreciation,48460000000.0
Reconciled Cost Of Revenue,904815000000.0
EBITDA,155365000000.0
EBIT,106905000000.0
Net Interest Income,976000000.0
Interest Expense,2523000000.0
Interest Income,3499000000.0
Normalized Income,67739982995.15242
Net Income From Continuing And Discontinued Operation,82637000000.0
Total Expenses,1055018000000.0
Rent Expense Supplemental,258000000.0
Diluted Average Shares,314402574.0
Basic Average Shares,314402574.0
Diluted EPS,262.84
Basic EPS,262.84
Diluted NI Availto Com Stockholders,82637000000.0
Net Income Common Stockholders,82637000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,82637000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,82637000000.0
Net Income Continuous Operations,82637000000.0
Tax Provision,21745000000.0
Pretax Income,104382000000.0
Other Non Operating Income Expenses,277000000.0
Special Income Charges,-271000000.0
Other Special Charges,271000000.0
Net Non Operating Interest Income Expense,976000000.0
Total Other Finance Cost,
Interest Expense Non Operating,2523000000.0
Interest Income Non Operating,3499000000.0
Operating Income,82630000000.0
Operating Expense,150203000000.0
Other Operating Expenses,41558000000.0
Depreciation And Amortization In Income Statement,48460000000.0
Amortization,2080000000.0
Depreciation Income Statement,46380000000.0
Selling General And Administration,53016000000.0
Selling And Marketing Expense,52302000000.0
General And Administrative Expense,714000000.0
Rent And Landing Fees,258000000.0
Gross Profit,232833000000.0
Cost Of Revenue,904815000000.0
Total Revenue,1137648000000.0
Operating Revenue,1137648000000.0
