metric,value
Free Cash Flow,54956000000.0
Capital Expenditure,-106406000000.0
End Cash Position,1845000000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,26595000000.0
Changes In Cash,-24750000000.0
Financing Cash Flow,-41551000000.0
Interest Paid Cff,-1667000000.0
Cash Dividends Paid,-39300000000.0
Common Stock Dividend Paid,
Net Issuance Payments Of Debt,-331000000.0
Net Short Term Debt Issuance,-331000000.0
Investing Cash Flow,-144561000000.0
Interest Received Cfi,4439000000.0
Dividends Received Cfi,92000000.0
Net Investment Purchase And Sale,-42881000000.0
Sale Of Investment,700952000000.0
Purchase Of Investment,-743833000000.0
Net Business Purchase And Sale,-180000000.0
Purchase Of Business,-180000000.0
Net Intangibles Purchase And Sale,-3903000000.0
Purchase Of Intangibles,-3903000000.0
Net PPE Purchase And Sale,-102128000000.0
Sale Of PPE,375000000.0
Purchase Of PPE,-102503000000.0
Operating Cash Flow,161362000000.0
Taxes Refund Paid,-38068000000.0
Dividend Received Cfo,
Change In Working Capital,-3785000000.0
Change In Other Current Liabilities,7504000000.0
Change In Other Current Assets,-11815000000.0
Change In Payable,35093000000.0
Change In Inventory,-15951000000.0
Change In Receivables,-19797000000.0
Other Non Cash Items,-2387000000.0
Depreciation And Amortization,56082000000.0
Amortization Cash Flow,1826000000.0
Depreciation,54256000000.0
Gain Loss On Investment Securities,-45381000000.0
Net Foreign Currency Exchange Gain Loss,35000000.0
Gain Loss On Sale Of PPE,673000000.0
Net Income From Continuing Operations,196200000000.0
