metric,value
Tax Effect Of Unusual Items,11642456513.761469
Tax Rate For Calcs,0.260948
Normalized EBITDA,209608000000.0
Total Unusual Items,44616000000.0
Total Unusual Items Excluding Goodwill,44616000000.0
Net Income From Continuing Operation Net Minority Interest,145002000000.0
Reconciled Depreciation,56082000000.0
Reconciled Cost Of Revenue,1136309000000.0
EBITDA,254224000000.0
EBIT,198142000000.0
Net Interest Income,-1942000000.0
Interest Expense,1942000000.0
Interest Income,4329000000.0
Normalized Income,112028456513.76147
Net Income From Continuing And Discontinued Operation,145002000000.0
Total Expenses,1329705000000.0
Rent Expense Supplemental,465000000.0
Diluted Average Shares,314402574.0
Basic Average Shares,314402574.0
Diluted EPS,461.2
Basic EPS,461.2
Diluted NI Availto Com Stockholders,145002000000.0
Net Income Common Stockholders,145002000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,145002000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,145002000000.0
Net Income Continuous Operations,145002000000.0
Tax Provision,51198000000.0
Pretax Income,196200000000.0
Other Non Operating Income Expenses,1173000000.0
Special Income Charges,-673000000.0
Other Special Charges,673000000.0
Net Non Operating Interest Income Expense,2387000000.0
Total Other Finance Cost,
Interest Expense Non Operating,1942000000.0
Interest Income Non Operating,4329000000.0
Operating Income,144981000000.0
Operating Expense,193396000000.0
Other Operating Expenses,56808000000.0
Depreciation And Amortization In Income Statement,56082000000.0
Amortization,1826000000.0
Depreciation Income Statement,56082000000.0
Selling General And Administration,63052000000.0
Selling And Marketing Expense,62164000000.0
General And Administrative Expense,888000000.0
Rent And Landing Fees,465000000.0
Gross Profit,338377000000.0
Cost Of Revenue,1136309000000.0
Total Revenue,1474686000000.0
Operating Revenue,1474686000000.0
