metric,value
Tax Effect Of Unusual Items,3142564632.0
Tax Rate For Calcs,0.19191
Normalized EBITDA,406949600000.0
Total Unusual Items,16375200000.0
Total Unusual Items Excluding Goodwill,16375200000.0
Net Income From Continuing Operation Net Minority Interest,135978400000.0
Reconciled Depreciation,167773400000.0
Reconciled Cost Of Revenue,6876743000000.0
EBITDA,423324800000.0
EBIT,255551400000.0
Net Interest Income,-68296500000.0
Interest Expense,84916900000.0
Interest Income,16495400000.0
Normalized Income,122745764632.0
Net Income From Continuing And Discontinued Operation,135978400000.0
Total Expenses,7327259300000.0
Rent Expense Supplemental,8534700000.0
Diluted Average Shares,13771560699.0
Basic Average Shares,13771560699.0
Diluted EPS,9.87
Basic EPS,9.87
Diluted NI Availto Com Stockholders,135978400000.0
Net Income Common Stockholders,135978400000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,135978400000.0
Minority Interests,-1909900000.0
Net Income Including Noncontrolling Interests,137888300000.0
Net Income Continuous Operations,137888300000.0
Tax Provision,32746200000.0
Pretax Income,170634500000.0
Other Non Operating Income Expenses,1829600000.0
Special Income Charges,16487500000.0
Other Special Charges,-18380200000.0
Write Off,1892700000.0
Net Non Operating Interest Income Expense,-68296500000.0
Total Other Finance Cost,-125000000.0
Interest Expense Non Operating,84916900000.0
Interest Income Non Operating,16495400000.0
Operating Income,218420100000.0
Operating Expense,450516300000.0
Other Operating Expenses,181760900000.0
Selling General And Administration,184741700000.0
Selling And Marketing Expense,177848300000.0
General And Administrative Expense,6893400000.0
Rent And Landing Fees,8534700000.0
Gross Profit,668936400000.0
Cost Of Revenue,6876743000000.0
Total Revenue,7545679400000.0
Operating Revenue,7545679400000.0
