metric,value
Tax Effect Of Unusual Items,-237549780.0
Tax Rate For Calcs,0.2466
Normalized EBITDA,808340500000.0
Total Unusual Items,-963300000.0
Total Unusual Items Excluding Goodwill,-963300000.0
Net Income From Continuing Operation Net Minority Interest,417296900000.0
Reconciled Depreciation,158661100000.0
Reconciled Cost Of Revenue,6668477400000.0
EBITDA,807377200000.0
EBIT,648716100000.0
Net Interest Income,-56072900000.0
Interest Expense,75838200000.0
Interest Income,19349400000.0
Normalized Income,418022650220.0
Net Income From Continuing And Discontinued Operation,417296900000.0
Total Expenses,7114973400000.0
Rent Expense Supplemental,8353100000.0
Diluted Average Shares,13771560699.0
Basic Average Shares,13771560699.0
Diluted EPS,30.3
Basic EPS,30.3
Diluted NI Availto Com Stockholders,417296900000.0
Net Income Common Stockholders,417296900000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,417296900000.0
Minority Interests,-14314600000.0
Net Income Including Noncontrolling Interests,431611500000.0
Net Income Continuous Operations,431611500000.0
Tax Provision,141266400000.0
Pretax Income,572877900000.0
Other Non Operating Income Expenses,3845600000.0
Special Income Charges,-2386300000.0
Other Special Charges,-332900000.0
Write Off,2719200000.0
Net Non Operating Interest Income Expense,-56072900000.0
Total Other Finance Cost,-415900000.0
Interest Expense Non Operating,75838200000.0
Interest Income Non Operating,19349400000.0
Operating Income,613447200000.0
Operating Expense,446496000000.0
Other Operating Expenses,165607600000.0
Selling General And Administration,190408900000.0
Selling And Marketing Expense,183146500000.0
General And Administrative Expense,7262400000.0
Rent And Landing Fees,8353100000.0
Gross Profit,1059943200000.0
Cost Of Revenue,6668477400000.0
Total Revenue,7728420600000.0
Operating Revenue,7728420600000.0
